pfam	count
DnaB-like helicase C terminal d...(PF03796)	344787
S-adenosyl-L-homocysteine hydro...(PF05221)	392334
Queuine tRNA-ribosyltransferase...(PF01702)	416251
Cytosol aminopeptidase family, ...(PF00883)	385031
Quinolinate synthetase A protei...(PF02445)	358352
Arginase family(PF00491)	453174
Transposase DDE domain(PF01609)	353998
FAD binding domain(PF01494)	495111
Inositol monophosphatase family...(PF00459)	507724
AMP-binding enzyme C-terminal d...(PF13193)	394169
Semialdehyde dehydrogenase, dim...(PF02774)	378132
Gamma-glutamyltranspeptidase(PF01019)	363093
Calcineurin-like phosphoesteras...(PF00149)	433150
Histidyl-tRNA synthetase(PF13393)	395999
FAD linked oxidases, C-terminal...(PF02913)	383719
Trypsin-like peptidase domain(PF13365)	275531
ABC 3 transport family(PF00950)	298412
NADH ubiquinone oxidoreductase,...(PF01058)	263538
3' exoribonuclease family, doma...(PF01138)	340510
Phosphoglycerate kinase(PF00162)	370841
Delta-aminolevulinic acid dehyd...(PF00490)	369151
Glycosyl transferase family, a/...(PF00591)	415624
Fumarylacetoacetate (FAA) hydro...(PF01557)	299105
Aspartate/ornithine carbamoyltr...(PF02729)	361299
Type III restriction enzyme, re...(PF04851)	329434
Asparagine synthase(PF00733)	346371
Thiolase, C-terminal domain(PF02803)	343884
Probable molybdopterin binding ...(PF00994)	351053
Beta-ketoacyl synthase, C-termi...(PF02801)	329338
Cytidylyltransferase(PF02348)	372971
Amino acid permease(PF13520)	344416
Rieske [2Fe-2S] domain(PF00355)	340194
Mycoplasma protein of unknown f...(PF03382)	210737
Cysteine-rich domain(PF02754)	325507
Tetrahydrofolate dehydrogenase/...(PF02882)	310301
NAD(P) transhydrogenase beta su...(PF02233)	309750
GGDEF domain(PF00990)	509963
Cyclophilin type peptidyl-proly...(PF00160)	381818
Aconitase C-terminal domain(PF00694)	319853
Carbon-nitrogen hydrolase(PF00795)	309468
Methyltransferase domain(PF13489)	450068
Biotin-requiring enzyme(PF00364)	328937
Peptidase family M3(PF01432)	376096
Phosphoenolpyruvate carboxykina...(PF01293)	332657
Dehydrogenase E1 component(PF00676)	265259
GXGXG motif(PF01493)	348913
RNA polymerase Rpb1, domain 1(PF04997)	293897
Cation transport protein(PF02386)	371100
Mur ligase family, glutamate li...(PF02875)	334382
Sulfite exporter TauE/SafE(PF01925)	452014
PHP domain(PF02811)	243285
Glycosyl transferase family 4(PF00953)	280435
UDP-glucose/GDP-mannose dehydro...(PF03721)	292296
tRNA synthetases class I (C) ca...(PF01406)	328028
Metalloenzyme superfamily(PF01676)	284530
Toprim domain(PF01751)	314092
Phytanoyl-CoA dioxygenase (PhyH...(PF05721)	281200
Cytochrome c oxidase subunit II...(PF00510)	373221
SpoU rRNA Methylase family(PF00588)	362154
MacB-like periplasmic core doma...(PF12704)	331180
Sodium/calcium exchanger protei...(PF01699)	290108
His Kinase A (phospho-acceptor)...(PF00512)	370199
Protein of unknown function (DU...(PF04412)	235853
Proteasome subunit(PF00227)	291408
Putative modulator of DNA gyras...(PF01523)	391038
Pyruvate flavodoxin/ferredoxin ...(PF01855)	162077
SAICAR synthetase(PF01259)	335354
FKBP-type peptidyl-prolyl cis-t...(PF00254)	341162
RNB domain(PF00773)	360912
Thiazole biosynthesis protein T...(PF05690)	290611
Phage protein C(PF12025)	149954
SecA DEAD-like domain(PF07517)	285583
Na+-transporting oxaloacetate d...(PF03977)	371396
Endonuclease/Exonuclease/phosph...(PF03372)	448759
Phosphorylase superfamily(PF01048)	324435
Initiation factor 2 subunit fam...(PF01008)	263539
CoA-transferase family III(PF02515)	201399
Thiamine pyrophosphate enzyme, ...(PF00205)	320678
Protein-L-isoaspartate(D-aspart...(PF01135)	298436
AICARFT/IMPCHase bienzyme(PF01808)	316869
Tetratricopeptide repeat(PF13424)	166229
HYR domain(PF02494)	185338
Anticodon binding domain(PF03129)	282439
E1-E2 ATPase(PF00122)	287749
Exonuclease(PF00929)	433331
haloacid dehalogenase-like hydr...(PF00702)	286417
LysR substrate binding domain(PF03466)	590064
Alanine racemase, N-terminal do...(PF01168)	314964
FtsK/SpoIIIE family(PF01580)	268797
ATP-NAD kinase(PF01513)	339431
DNA polymerase III, delta subun...(PF13177)	301988
FtsX-like permease family(PF02687)	282073
DeoC/LacD family aldolase(PF01791)	211494
Elongation factor G C-terminus(PF00679)	284203
4Fe-4S dicluster domain(PF12838)	231454
Prolyl oligopeptidase family(PF00326)	295781
Iron-containing alcohol dehydro...(PF00465)	376806
von Willebrand factor type A do...(PF13519)	280835
Transcriptional regulator(PF01709)	222295
CobB/CobQ-like glutamine amidot...(PF13507)	308664
Putative flagellar system-assoc...(PF13753)	200849
Alanine dehydrogenase/PNT, C-te...(PF01262)	267071
LytB protein(PF02401)	277310
B12 binding domain(PF02310)	248420
Pyridoxal-dependent decarboxyla...(PF02784)	265552
Hydantoinase B/oxoprolinase(PF02538)	198784
MobA-like NTP transferase domai...(PF12804)	305153
2-oxoacid dehydrogenases acyltr...(PF00198)	330130
PEP-utilising enzyme, TIM barre...(PF02896)	237246
ArgJ family(PF01960)	281599
Calcineurin-like phosphoesteras...(PF12850)	296590
Tryptophan synthase alpha chain...(PF00290)	298435
NAD binding domain of 6-phospho...(PF03446)	264430
GMC oxidoreductase(PF00732)	258214
Uncharacterized ACR, YdiU/UPF00...(PF02696)	323815
HlyD family secretion protein(PF12700)	387587
MviN-like protein(PF03023)	313718
Pyridine nucleotide-disulphide ...(PF02852)	318174
DNA gyrase C-terminal domain, b...(PF03989)	261269
tRNA methyl transferase(PF03054)	336493
Uncharacterised protein family ...(PF03699)	229706
TatD related DNase(PF01026)	330581
Glycyl-tRNA synthetase beta sub...(PF02092)	322699
Transcription factor TFIIB repe...(PF00382)	214625
Peptidase family M23(PF01551)	289004
lactate/malate dehydrogenase, N...(PF00056)	206222
Cobalamin-independent synthase,...(PF01717)	216203
Sigma-70 region 2 (PF04542)	261673
Phosphoglucomutase/phosphomanno...(PF02878)	274118
Sec-independent protein translo...(PF00902)	277909
Uroporphyrinogen decarboxylase ...(PF01208)	298485
Acyl transferase domain(PF00698)	258299
ATP-grasp domain(PF08442)	217546
Peptidase family M1(PF01433)	331462
Amidohydrolase(PF04909)	150874
Prolipoprotein diacylglyceryl t...(PF01790)	252926
4Fe-4S dicluster domain(PF13183)	281889
Beta-lactamase(PF00144)	242562
Multicopper oxidase(PF07732)	203908
Polysulphide reductase, NrfD(PF03916)	192264
Transposase(PF01527)	228094
Glycosyl hydrolase family 3 N t...(PF00933)	364975
NADH-ubiquinone/plastoquinone o...(PF00499)	256536
Uracil DNA glycosylase superfam...(PF03167)	250254
ThiF family(PF00899)	243078
MutS domain V(PF00488)	139519
S-adenosylmethionine synthetase...(PF02772)	190686
Peptidase family M41(PF01434)	231118
Phosphoenolpyruvate phosphomuta...(PF13714)	243097
Fumarate reductase flavoprotein...(PF02910)	260760
Major intrinsic protein(PF00230)	210690
Porphobilinogen deaminase, dipy...(PF01379)	245679
Triosephosphate isomerase(PF00121)	246810
Cytochrome oxidase assembly pro...(PF02628)	325763
Ribulose-phosphate 3 epimerase ...(PF00834)	248093
Oxidoreductase family, C-termin...(PF02894)	204378
N-6 DNA Methylase(PF02384)	153096
ATP synthase alpha/beta chain, ...(PF00306)	257721
Semialdehyde dehydrogenase, NAD...(PF01118)	265515
Glutamate/Leucine/Phenylalanine...(PF00208)	213045
Cytochrome c(PF00034)	224737
Transposase, Mutator family(PF00872)	181986
3'-5' exonuclease(PF01612)	318817
Pyruvate phosphate dikinase, PE...(PF01326)	191652
Cation efflux family(PF01545)	300626
lactate/malate dehydrogenase, a...(PF02866)	213488
Peptide methionine sulfoxide re...(PF01625)	282874
Phosphoribosylglycinamide synth...(PF01071)	251895
Nickel-dependent hydrogenase(PF00374)	182756
AAA domain(PF13614)	213883
3-hydroxyacyl-CoA dehydrogenase...(PF02737)	281127
Amidohydrolase family(PF07969)	244779
Queuosine biosynthesis protein(PF02547)	286601
Telomere recombination(PF01300)	260456
Peroxidase(PF00141)	348150
Periplasmic binding protein(PF13458)	310289
DDE superfamily endonuclease(PF13358)	116470
Oligopeptide/dipeptide transpor...(PF08352)	217392
Integrase core domain(PF13683)	241967
tRNA synthetases class II core ...(PF01409)	244678
Bacterial extracellular solute-...(PF03480)	325761
tRNA-splicing ligase RtcB(PF01139)	171864
Cytochrome C oxidase, cbb3-type...(PF13442)	269054
Hydantoinase/oxoprolinase(PF01968)	139880
ATPase family associated with v...(PF07726)	165180
Holliday junction DNA helicase ...(PF05496)	230213
Glutamine amidotransferase doma...(PF13522)	247031
Permease family(PF00860)	332809
PDZ domain(PF13180)	206721
4Fe-4S dicluster domain(PF13247)	162904
Chromate transporter(PF02417)	291997
Type IV pilin N-term methylatio...(PF13544)	131970
C-5 cytosine-specific DNA methy...(PF00145)	158422
SNF2 family N-terminal domain(PF00176)	177781
Rnf-Nqr subunit, membrane prote...(PF02508)	260327
MotA/TolQ/ExbB proton channel f...(PF01618)	218043
TonB-dependent Receptor Plug Do...(PF07715)	466969
Peptidase family S41(PF03572)	220856
Thymidylate synthase(PF00303)	217308
Putative undecaprenyl diphospha...(PF01255)	240804
DNA methylase(PF01555)	242343
1-deoxy-D-xylulose-5-phosphate ...(PF13292)	243844
Phosphoglucomutase/phosphomanno...(PF02879)	222218
S-adenosylmethionine synthetase...(PF02773)	206348
Ribonucleotide reductase, small...(PF00268)	285511
Phosphoglucomutase/phosphomanno...(PF02880)	239305
2Fe-2S iron-sulfur cluster bind...(PF00111)	284803
Acyl-CoA dehydrogenase, N-termi...(PF02771)	264077
Bacterial extracellular solute-...(PF00497)	354736
NeuB family(PF03102)	252397
Deoxyhypusine synthase(PF01916)	274639
Tripartite tricarboxylate trans...(PF01970)	277031
HpcH/HpaI aldolase/citrate lyas...(PF03328)	204981
Methylenetetrahydrofolate reduc...(PF02219)	280350
Glutamate synthase central doma...(PF04898)	254397
Quinolinate phosphoribosyl tran...(PF01729)	208618
Carbamoyltransferase(PF02543)	218453
Mur ligase family, catalytic do...(PF01225)	234000
ubiE/COQ5 methyltransferase fam...(PF01209)	277771
NQR2, RnfD, RnfE family(PF03116)	243107
Uncharacterized protein family ...(PF00919)	185782
Thrombospondin type 3 repeat(PF02412)	69998
AAA domain (dynein-related subf...(PF07728)	227720
Uncharacterised protein family ...(PF03702)	301349
MgsA AAA+ ATPase C terminal(PF12002)	200181
ATP-sulfurylase(PF01747)	223718
3,4-dihydroxy-2-butanone 4-phos...(PF00926)	232616
AsnC family(PF01037)	240514
Ribosomal protein L13(PF00572)	182709
FlgD Ig-like domain(PF13860)	159486
OB-fold nucleic acid binding do...(PF01336)	209752
Elongation Factor G, domain II(PF14492)	192365
Shikimate / quinate 5-dehydroge...(PF01488)	223974
DnaJ domain(PF00226)	214985
Pyridoxal phosphate biosynthesi...(PF03740)	219343
Copper binding proteins, plasto...(PF00127)	177692
Protein of unknown function (DU...(PF07556)	191585
Phosphofructokinase(PF00365)	203549
Adenylate and Guanylate cyclase...(PF00211)	205209
Taurine catabolism dioxygenase ...(PF02668)	247719
DNA / pantothenate metabolism f...(PF04127)	199068
RNA polymerase beta subunit(PF04563)	207134
PCRF domain(PF03462)	190168
Cytochrome C biogenesis protein...(PF02683)	219066
Diaminopimelate epimerase(PF01678)	229222
Rhomboid family(PF01694)	191044
Lon protease (S16) C-terminal p...(PF05362)	222811
Thioredoxin(PF00085)	245104
Respiratory-chain NADH dehydrog...(PF01512)	237783
Ribonuclease HII(PF01351)	222865
Ribonuclease E/G family(PF10150)	255201
Nitroreductase family(PF00881)	249733
WD40-like Beta Propeller Repeat...(PF07676)	175467
FHIPEP family(PF00771)	157352
D-isomer specific 2-hydroxyacid...(PF02826)	209102
Histidine phosphatase superfami...(PF00300)	218331
Acetohydroxy acid isomeroreduct...(PF01450)	192859
PD-(D/E)XK nuclease superfamily...(PF12705)	172210
Pyridoxal phosphate biosyntheti...(PF04166)	203018
Single-strand binding protein f...(PF00436)	200661
MraW methylase family(PF01795)	224627
PP-loop family(PF01171)	247100
Formate--tetrahydrofolate ligas...(PF01268)	229170
Cytochrome b(C-terminal)/b6/pet...(PF00032)	190676
PhoH-like protein(PF02562)	237558
ATP synthase A chain(PF00119)	206548
Clp protease(PF00574)	171008
3-hydroxyacyl-CoA dehydrogenase...(PF00725)	245581
CobW/HypB/UreG, nucleotide-bind...(PF02492)	165028
Terminase-like family(PF03237)	149316
Glycyl-tRNA synthetase alpha su...(PF02091)	236184
Adenylate kinase(PF00406)	220327
ArgK protein(PF03308)	173215
TonB dependent receptor(PF00593)	777564
Sodium:alanine symporter family...(PF01235)	195398
UDP-N-acetylglucosamine 2-epime...(PF02350)	168376
Fatty acid synthesis protein(PF02504)	235834
5'-3' exonuclease, N-terminal r...(PF02739)	203516
Ribosomal protein S2(PF00318)	185560
Glyceraldehyde 3-phosphate dehy...(PF02800)	196677
Microvirus J protein(PF04726)	95437
Orotidine 5'-phosphate decarbox...(PF00215)	202703
Putative tRNA binding domain(PF01588)	197296
Concanavalin A-like lectin/gluc...(PF13385)	110210
NAD-dependent DNA ligase adenyl...(PF01653)	166384
Phosphotransferase enzyme famil...(PF01636)	274910
Elongation factor G, domain IV(PF03764)	160341
DNA gyrase B(PF00204)	229997
Ribosome recycling factor(PF01765)	173268
Phosphoribosyl synthetase-assoc...(PF14572)	173035
Voltage gated chloride channel(PF00654)	199785
Glycine cleavage T-protein C-te...(PF08669)	277020
Acetyltransferase (GNAT) family...(PF00583)	242404
tRNA (Uracil-5-)-methyltransfer...(PF05958)	217782
Ham1 family(PF01725)	214842
Glyceraldehyde 3-phosphate dehy...(PF00044)	197856
Beta-lactamase superfamily doma...(PF12706)	274439
Myo-inositol-1-phosphate syntha...(PF07994)	177366
Leucine rich repeats (6 copies)...(PF13306)	71379
60Kd inner membrane protein(PF02096)	220557
Transglycosylase SLT domain(PF13406)	250638
Tetraacyldisaccharide-1-P 4'-ki...(PF02606)	189659
Queuosine biosynthesis protein ...(PF06508)	182397
Hsp20/alpha crystallin family(PF00011)	167869
Urocanase(PF01175)	136466
RNase H(PF00075)	158515
Periplasmic binding protein(PF01497)	180236
Leucyl-tRNA synthetase, Domain ...(PF13603)	183900
HTH-like domain(PF13276)	197038
MGS-like domain(PF02142)	200364
MoaC family(PF01967)	151429
NADH-ubiquinone/plastoquinone o...(PF00420)	187245
UDP-glucose/GDP-mannose dehydro...(PF00984)	184105
Hsp90 protein(PF00183)	214306
B3/4 domain(PF03483)	176086
Methyltransferase domain(PF08241)	208858
3' exoribonuclease family, doma...(PF03725)	174845
Pyruvate kinase, barrel domain(PF00224)	194450
Histidine kinase-, DNA gyrase B...(PF13589)	169995
Alpha/beta hydrolase family(PF12695)	241325
Pyridoxal-dependent decarboxyla...(PF00278)	185140
Ribosomal protein L16p/L10e(PF00252)	151553
3-dehydroquinate synthase(PF01761)	196075
Enolase, N-terminal domain(PF03952)	169179
Insulinase (Peptidase family M1...(PF00675)	198892
EAL domain(PF00563)	371918
Sodium:sulfate symporter transm...(PF00939)	114876
Toprim domain(PF13662)	200517
Thiamine monophosphate synthase...(PF02581)	192367
Oxidoreductase NAD-binding doma...(PF00175)	216139
Sodium:dicarboxylate symporter ...(PF00375)	185664
Homoserine dehydrogenase(PF00742)	184378
Phosphoadenosine phosphosulfate...(PF01507)	144860
ACT domain(PF01842)	194402
impB/mucB/samB family(PF00817)	211730
Fructose-bisphosphate aldolase ...(PF01116)	175408
ATP synthase alpha/beta family,...(PF02874)	162755
OmpA family(PF00691)	176732
HEAT repeats(PF13646)	96040
Acetohydroxy acid isomeroreduct...(PF07991)	173181
Phosphomethylpyrimidine kinase(PF08543)	184340
SelR domain(PF01641)	185545
Pantoate-beta-alanine ligase(PF02569)	175077
Domain of Unknown Function (DUF...(PF06439)	60690
Glutamine amidotransferase doma...(PF13537)	163959
Vitamin B12 dependent methionin...(PF02965)	206799
HIT domain(PF01230)	205038
tRNA synthetases class I (E and...(PF03950)	218346
Carbamoyl-phosphate synthase sm...(PF00988)	159591
Polypeptide deformylase(PF01327)	188941
Sulfate transporter N-terminal ...(PF13792)	162071
Methyltransferase domain(PF13847)	197510
Ferrochelatase(PF00762)	231614
Ribosomal protein S7p/S5e(PF00177)	135589
Peptidase M16 inactive domain(PF05193)	206356
Menaquinone biosynthesis(PF02621)	92124
N-terminal domain of ribose pho...(PF13793)	168625
Elongation factor Tu C-terminal...(PF03143)	151270
Transaldolase(PF00923)	151583
S-adenosylmethionine synthetase...(PF00438)	139123
Bacitracin resistance protein B...(PF02673)	199629
Thiamine biosynthesis protein (...(PF02568)	142251
DNA polymerase family B(PF00136)	157534
Ribosomal RNA adenine dimethyla...(PF00398)	212976
SNARE associated Golgi protein(PF09335)	253613
Bacterial dnaA  protein(PF00308)	208232
TrkA-N domain(PF02254)	234496
Acyl-CoA dehydrogenase, middle ...(PF02770)	178685
Phosphoglucose isomerase(PF00342)	187201
Survival protein SurE(PF01975)	168450
Biotin/lipoate A/B protein liga...(PF03099)	177121
Ribosomal protein S12/S23(PF00164)	131932
C-terminal, D2-small domain, of...(PF10431)	179917
Tetrahydrofolate dehydrogenase/...(PF00763)	162880
GTP cyclohydrolase I(PF01227)	165568
Malic enzyme, NAD binding domai...(PF03949)	220419
Domain of unknown function DUF5...(PF01883)	135851
Cytochrome C oxidase subunit II...(PF00116)	176149
FabA-like domain(PF07977)	218817
ATP phosphoribosyltransferase(PF01634)	160476
ATP:corrinoid adenosyltransfera...(PF02572)	160059
Transglycosylase SLT domain(PF01464)	214635
Phosphoribosyltransferase(PF02277)	159341
ParA/MinD ATPase like(PF10609)	139838
Malate synthase(PF01274)	262572
Nucleoside recognition(PF07670)	101310
ATP synthase(PF00231)	183943
