pfam	count
acteriophage scaffolding prote...(PF02925)	806243
Metallopeptidase family M24(PF00557)	1972692
epeat domain in Vibrio, Colwel...(PF13517)	997161
Inorganic H+ pyrophosphatase(PF03030)	1664469
arbamoyl-phosphate synthase L ...(PF02786)	1940382
Nucleotidyl transferase(PF00483)	2012705
ranched-chain amino acid trans...(PF02653)	2201080
ibonucleotide reductase, barre...(PF02867)	1667575
Amidohydrolase family(PF01979)	1877452
TPase family associated with v...(PF00004)	1969458
Glycosyl transferase family 2(PF00535)	1902055
Sel1 repeat(PF08238)	1178790
RNA synthetases class II (D, K...(PF00152)	1890256
Ammonium Transporter Family(PF00909)	1365752
Subtilase family(PF00082)	1079425
Phage integrase family(PF00589)	1991940
ype II/IV secretion system pro...(PF00437)	1281606
socitrate/isopropylmalate dehy...(PF00180)	1624482
Dehydratase family(PF00920)	1646686
acterial transferase hexapepti...(PF00132)	1363373
Integrase core domain(PF00665)	2087150
Sodium:solute symporter family(PF00474)	1530667
UbiA prenyltransferase family(PF01040)	1430665
Molybdopterin oxidoreductase(PF00384)	1580771
IR synthase related protein, C...(PF02769)	1413269
entapeptide repeats (8 copies)...(PF00805)	965485
PSP synthase (3-phosphoshikima...(PF00275)	1553918
Carboxyl transferase domain(PF01039)	1772972
MP dehydrogenase / GMP reducta...(PF00478)	1270288
Mur ligase middle domain(PF08245)	1588059
Aldo/keto reductase family(PF00248)	1664551
MORN repeat(PF02493)	1360023
etrapyrrole (Corrin/Porphyrin)...(PF00590)	1531897
ulfatase-modifying factor enzy...(PF03781)	877959
ransketolase, pyrimidine bindi...(PF02779)	1427888
RNA synthetases class I (E and...(PF00749)	1413850
RNA synthetase class II core d...(PF00587)	1488467
noyl-CoA hydratase/isomerase f...(PF00378)	2252498
RNA synthetases class I (W and...(PF00579)	1454304
lycine cleavage system P-prote...(PF02347)	1522873
enicillin binding protein tran...(PF00905)	1572348
ys/Met metabolism PLP-dependen...(PF01053)	1697241
Alpha/beta hydrolase family(PF12697)	2335705
erine hydroxymethyltransferase...(PF00464)	1196277
RP54-type protein, GTPase doma...(PF00448)	1127040
NA gyrase/topoisomerase IV, su...(PF00521)	1452580
Zinc-binding dehydrogenase(PF00107)	1428621
hiamine pyrophosphate enzyme, ...(PF02775)	1420147
Histidine biosynthesis protein(PF00977)	1193938
NADH dehydrogenase(PF00146)	962670
Citrate transporter(PF03600)	1064836
ransketolase, thiamine diphosp...(PF00456)	1438947
everse transcriptase (RNA-depe...(PF00078)	930689
Peptidase family M20/M25/M40(PF01546)	1478933
Scaffold protein B(PF02304)	506868
Luciferase-like monooxygenase(PF00296)	1713989
lutamine synthetase, catalytic...(PF00120)	1336658
onserved region in glutamate s...(PF01645)	1314225
Rhodanese-like domain(PF00581)	1364451
Glycosyl transferases group 1(PF00534)	1326918
HMGL-like(PF00682)	1393555
-octaprenyl-4-hydroxybenzoate ...(PF01977)	926607
lucose / Sorbosone dehydrogena...(PF07995)	996517
xidoreductase family, NAD-bind...(PF01408)	879899
SPFH domain / Band 7 family(PF01145)	1109904
rotein of unknown function (DU...(PF07583)	500305
hosphoribosyl transferase doma...(PF00156)	1192195
RNA polymerase Rpb2, domain 6(PF00562)	1177247
olybdopterin-binding domain of...(PF02738)	1976303
DNA polymerase family A(PF00476)	1038495
RNA pseudouridylate synthase(PF00849)	1149704
lcohol dehydrogenase GroES-lik...(PF08240)	1245913
Phosphate transporter family(PF01384)	878835
WD domain, G-beta repeat(PF00400)	558673
Amidohydrolase(PF13147)	1176654
acterial extracellular solute-...(PF00496)	1394482
Polyprenyl synthetase(PF00348)	1057023
IR synthase related protein, N...(PF00586)	1000601
obQ/CobB/MinD/ParA nucleotide ...(PF01656)	1249825
odium/hydrogen exchanger famil...(PF00999)	1222906
NAD synthase(PF02540)	1006143
fkB family carbohydrate kinase...(PF00294)	1224732
Elongation factor Tu domain 2(PF03144)	1110081
eta-ketoacyl synthase, N-termi...(PF00109)	1135569
AhpC/TSA family(PF00578)	1244303
Adenylosuccinate synthetase(PF00709)	1028404
tRNA synthetases class I (M)(PF09334)	1071241
Aminotransferase class IV(PF01063)	1075581
MMPL family(PF03176)	1234262
SIS domain(PF01380)	1102629
hiamine pyrophosphate enzyme, ...(PF02776)	1250366
minomethyltransferase folate-b...(PF01571)	1414636
Thiolase, N-terminal domain(PF00108)	1353069
NUDIX domain(PF00293)	1156845
rotein of unknown function (DU...(PF07587)	445612
nticodon-binding domain of tRN...(PF08264)	1038566
S1 RNA binding domain(PF00575)	1188916
CBS domain(PF00571)	1149344
SprB repeat(PF13573)	153763
Methylmalonyl-CoA mutase(PF01642)	981936
PKD domain(PF00801)	252026
Chorismate synthase(PF01264)	871750
aloacid dehalogenase-like hydr...(PF13419)	1302932
Citrate synthase(PF00285)	1070025
Dihydroorotate dehydrogenase(PF01180)	867600
ecF/RecN/SMC N terminal domain...(PF02463)	1268330
RNA polymerase Rpb1, domain 5(PF04998)	1037942
arbamoyl-phosphate synthase L ...(PF00289)	1057365
AAA domain (Cdc48 subfamily)(PF07724)	1157012
itrite and sulphite reductase ...(PF01077)	880157
Formyl transferase(PF00551)	988875
Histidinol dehydrogenase(PF00815)	959123
BC transporter transmembrane r...(PF00664)	1174390
tRNA synthetases class II (A)(PF01411)	1094439
cyl-CoA dehydrogenase, C-termi...(PF00441)	1706967
Cell cycle protein(PF01098)	929056
hH-GPD superfamily base excisi...(PF00730)	866123
lutamine amidotransferases cla...(PF00310)	1055502
Arginosuccinate synthase(PF00764)	828161
AAA domain(PF13304)	954499
-isomer specific 2-hydroxyacid...(PF00389)	969212
Peptidase family M50(PF02163)	844735
chorismate binding enzyme(PF00425)	916183
acterial DNA polymerase III al...(PF07733)	993336
spartate/ornithine carbamoyltr...(PF00185)	792894
Sulfate transporter family(PF00916)	736910
ecA bacterial DNA recombinatio...(PF00154)	823878
ThiC family(PF01964)	744570
Peptidase family M48(PF01435)	868504
PQQ-like domain(PF13360)	763669
ABC-2 type transporter(PF01061)	763679
Mechanosensitive ion channel(PF00924)	960112
Glycoprotease family(PF00814)	895615
Dihydrouridine synthase (Dus)(PF01207)	888498
Leucine rich repeat(PF13855)	543693
EamA-like transporter family(PF00892)	1421279
Cytochrome C assembly protein(PF01578)	875502
CoA-ligase(PF00549)	733363
lucose inhibited division prot...(PF01134)	855653
rotein export membrane protein...(PF02355)	903689
RF-1 domain(PF00472)	635785
ollagen triple helix repeat (2...(PF01391)	411251
MreB/Mbl protein(PF06723)	801016
etopantoate hydroxymethyltrans...(PF02548)	609670
CTP synthase N-terminus(PF06418)	752833
Pterin binding enzyme(PF00809)	806837
ytidine and deoxycytidylate de...(PF00383)	700645
DAHP synthetase I family(PF00793)	1016318
espiratory-chain NADH dehydrog...(PF00346)	688770
HD domain(PF01966)	858909
onomeric isocitrate dehydrogen...(PF03971)	771143
nolase, C-terminal TIM barrel ...(PF00113)	794773
ransketolase, C-terminal domai...(PF02780)	802286
vrD/REP helicase N-terminal do...(PF00580)	1060484
SecY translocase(PF00344)	779317
DP-alcohol phosphatidyltransfe...(PF01066)	791995
Flavoprotein(PF02441)	594327
AIR carboxylase(PF00731)	538744
ylose isomerase-like TIM barre...(PF01261)	637179
ihydrodipicolinate synthetase ...(PF00701)	820594
ncharacterized protein family ...(PF01458)	701119
FAD binding domain (PF01565)	887971
Cytidylyltransferase(PF01467)	753587
eucine Rich repeats (2 copies)...(PF12799)	322084
DNA topoisomerase(PF01131)	885242
GatB/GatE catalytic domain(PF02934)	768738
ytochrome b(N-terminal)/b6/pet...(PF13631)	509489
GcpE protein(PF04551)	737063
olysaccharide biosynthesis pro...(PF02719)	762758
Sigma-54 interaction domain(PF00158)	988194
vrD-like helicase C-terminal d...(PF13361)	1063851
omocysteine S-methyltransferas...(PF02574)	814372
tRNA synthetases class I (R)(PF00750)	782941
naB-like helicase C terminal d...(PF03796)	707955
-adenosyl-L-homocysteine hydro...(PF05221)	772216
ueuine tRNA-ribosyltransferase...(PF01702)	692774
ytosol aminopeptidase family, ...(PF00883)	747527
uinolinate synthetase A protei...(PF02445)	670086
Arginase family(PF00491)	745711
Transposase DDE domain(PF01609)	1060817
FAD binding domain(PF01494)	983030
nositol monophosphatase family...(PF00459)	944933
MP-binding enzyme C-terminal d...(PF13193)	911172
emialdehyde dehydrogenase, dim...(PF02774)	721294
Gamma-glutamyltranspeptidase(PF01019)	999057
alcineurin-like phosphoesteras...(PF00149)	861818
Histidyl-tRNA synthetase(PF13393)	851153
AD linked oxidases, C-terminal...(PF02913)	838017
Trypsin-like peptidase domain(PF13365)	635313
ABC 3 transport family(PF00950)	455634
ADH ubiquinone oxidoreductase,...(PF01058)	467827
' exoribonuclease family, doma...(PF01138)	759116
Phosphoglycerate kinase(PF00162)	806419
elta-aminolevulinic acid dehyd...(PF00490)	715336
lycosyl transferase family, a/...(PF00591)	776586
umarylacetoacetate (FAA) hydro...(PF01557)	761172
spartate/ornithine carbamoyltr...(PF02729)	695885
ype III restriction enzyme, re...(PF04851)	811137
Asparagine synthase(PF00733)	635617
Thiolase, C-terminal domain(PF02803)	835505
robable molybdopterin binding ...(PF00994)	736164
eta-ketoacyl synthase, C-termi...(PF02801)	620085
Cytidylyltransferase(PF02348)	731200
Amino acid permease(PF13520)	593523
Rieske [2Fe-2S] domain(PF00355)	678342
ycoplasma protein of unknown f...(PF03382)	384766
Cysteine-rich domain(PF02754)	674965
etrahydrofolate dehydrogenase/...(PF02882)	532763
AD(P) transhydrogenase beta su...(PF02233)	600116
GGDEF domain(PF00990)	1687643
yclophilin type peptidyl-proly...(PF00160)	717577
Aconitase C-terminal domain(PF00694)	625715
Carbon-nitrogen hydrolase(PF00795)	754213
Methyltransferase domain(PF13489)	892751
Biotin-requiring enzyme(PF00364)	675811
Peptidase family M3(PF01432)	755959
hosphoenolpyruvate carboxykina...(PF01293)	632424
Dehydrogenase E1 component(PF00676)	717679
GXGXG motif(PF01493)	612695
RNA polymerase Rpb1, domain 1(PF04997)	720595
Cation transport protein(PF02386)	649278
ur ligase family, glutamate li...(PF02875)	648072
Sulfite exporter TauE/SafE(PF01925)	783601
PHP domain(PF02811)	648857
Glycosyl transferase family 4(PF00953)	489204
DP-glucose/GDP-mannose dehydro...(PF03721)	630988
RNA synthetases class I (C) ca...(PF01406)	723087
Metalloenzyme superfamily(PF01676)	561746
Toprim domain(PF01751)	690515
hytanoyl-CoA dioxygenase (PhyH...(PF05721)	554291
ytochrome c oxidase subunit II...(PF00510)	621410
SpoU rRNA Methylase family(PF00588)	736907
acB-like periplasmic core doma...(PF12704)	624368
odium/calcium exchanger protei...(PF01699)	493108
is Kinase A (phospho-acceptor)...(PF00512)	1036277
rotein of unknown function (DU...(PF04412)	293137
Proteasome subunit(PF00227)	504359
utative modulator of DNA gyras...(PF01523)	698951
yruvate flavodoxin/ferredoxin ...(PF01855)	425526
SAICAR synthetase(PF01259)	616855
KBP-type peptidyl-prolyl cis-t...(PF00254)	628905
RNB domain(PF00773)	639554
hiazole biosynthesis protein T...(PF05690)	519932
Phage protein C(PF12025)	240176
SecA DEAD-like domain(PF07517)	635270
a+-transporting oxaloacetate d...(PF03977)	568672
ndonuclease/Exonuclease/phosph...(PF03372)	935189
Phosphorylase superfamily(PF01048)	663954
nitiation factor 2 subunit fam...(PF01008)	468872
CoA-transferase family III(PF02515)	971260
hiamine pyrophosphate enzyme, ...(PF00205)	726405
rotein-L-isoaspartate(D-aspart...(PF01135)	535601
AICARFT/IMPCHase bienzyme(PF01808)	638301
Tetratricopeptide repeat(PF13424)	343409
HYR domain(PF02494)	239535
Anticodon binding domain(PF03129)	548192
E1-E2 ATPase(PF00122)	742037
Exonuclease(PF00929)	840349
aloacid dehalogenase-like hydr...(PF00702)	725373
LysR substrate binding domain(PF03466)	2041106
lanine racemase, N-terminal do...(PF01168)	658015
FtsK/SpoIIIE family(PF01580)	497552
ATP-NAD kinase(PF01513)	620071
NA polymerase III, delta subun...(PF13177)	595205
FtsX-like permease family(PF02687)	574495
DeoC/LacD family aldolase(PF01791)	389891
Elongation factor G C-terminus(PF00679)	632045
4Fe-4S dicluster domain(PF12838)	444384
Prolyl oligopeptidase family(PF00326)	667458
ron-containing alcohol dehydro...(PF00465)	713108
on Willebrand factor type A do...(PF13519)	583538
Transcriptional regulator(PF01709)	459514
obB/CobQ-like glutamine amidot...(PF13507)	566715
utative flagellar system-assoc...(PF13753)	396410
lanine dehydrogenase/PNT, C-te...(PF01262)	493230
LytB protein(PF02401)	549839
B12 binding domain(PF02310)	511763
yridoxal-dependent decarboxyla...(PF02784)	586857
Hydantoinase B/oxoprolinase(PF02538)	603359
obA-like NTP transferase domai...(PF12804)	615007
-oxoacid dehydrogenases acyltr...(PF00198)	731528
EP-utilising enzyme, TIM barre...(PF02896)	638557
ArgJ family(PF01960)	567821
alcineurin-like phosphoesteras...(PF12850)	629413
ryptophan synthase alpha chain...(PF00290)	540738
AD binding domain of 6-phospho...(PF03446)	567131
GMC oxidoreductase(PF00732)	807781
ncharacterized ACR, YdiU/UPF00...(PF02696)	597999
HlyD family secretion protein(PF12700)	918657
MviN-like protein(PF03023)	540640
yridine nucleotide-disulphide ...(PF02852)	613616
NA gyrase C-terminal domain, b...(PF03989)	584160
tRNA methyl transferase(PF03054)	674619
ncharacterised protein family ...(PF03699)	349247
TatD related DNase(PF01026)	653783
lycyl-tRNA synthetase beta sub...(PF02092)	621719
ranscription factor TFIIB repe...(PF00382)	280134
Peptidase family M23(PF01551)	581723
actate/malate dehydrogenase, N...(PF00056)	378052
obalamin-independent synthase,...(PF01717)	511372
Sigma-70 region 2 (PF04542)	668625
hosphoglucomutase/phosphomanno...(PF02878)	553045
ec-independent protein translo...(PF00902)	460749
roporphyrinogen decarboxylase ...(PF01208)	551660
Acyl transferase domain(PF00698)	567859
ATP-grasp domain(PF08442)	468511
Peptidase family M1(PF01433)	606314
Amidohydrolase(PF04909)	609089
rolipoprotein diacylglyceryl t...(PF01790)	430125
4Fe-4S dicluster domain(PF13183)	520215
Beta-lactamase(PF00144)	683933
Multicopper oxidase(PF07732)	337140
Polysulphide reductase, NrfD(PF03916)	342272
Transposase(PF01527)	695758
lycosyl hydrolase family 3 N t...(PF00933)	625507
ADH-ubiquinone/plastoquinone o...(PF00499)	378662
racil DNA glycosylase superfam...(PF03167)	514326
ThiF family(PF00899)	463402
MutS domain V(PF00488)	383452
-adenosylmethionine synthetase...(PF02772)	349404
Peptidase family M41(PF01434)	497064
hosphoenolpyruvate phosphomuta...(PF13714)	511118
umarate reductase flavoprotein...(PF02910)	481653
Major intrinsic protein(PF00230)	319628
orphobilinogen deaminase, dipy...(PF01379)	456893
Triosephosphate isomerase(PF00121)	494803
ytochrome oxidase assembly pro...(PF02628)	480221
ibulose-phosphate 3 epimerase ...(PF00834)	495782
xidoreductase family, C-termin...(PF02894)	427827
N-6 DNA Methylase(PF02384)	501637
TP synthase alpha/beta chain, ...(PF00306)	539318
emialdehyde dehydrogenase, NAD...(PF01118)	527220
lutamate/Leucine/Phenylalanine...(PF00208)	475598
Cytochrome c(PF00034)	555662
Transposase, Mutator family(PF00872)	523447
3'-5' exonuclease(PF01612)	572754
yruvate phosphate dikinase, PE...(PF01326)	529081
Cation efflux family(PF01545)	642877
actate/malate dehydrogenase, a...(PF02866)	388645
eptide methionine sulfoxide re...(PF01625)	492949
hosphoribosylglycinamide synth...(PF01071)	481476
Nickel-dependent hydrogenase(PF00374)	303277
AAA domain(PF13614)	403191
-hydroxyacyl-CoA dehydrogenase...(PF02737)	610230
Amidohydrolase family(PF07969)	693303
Queuosine biosynthesis protein(PF02547)	566906
Telomere recombination(PF01300)	492812
Peroxidase(PF00141)	693109
Periplasmic binding protein(PF13458)	751504
DDE superfamily endonuclease(PF13358)	351288
ligopeptide/dipeptide transpor...(PF08352)	450886
Integrase core domain(PF13683)	587488
RNA synthetases class II core ...(PF01409)	560056
acterial extracellular solute-...(PF03480)	707557
tRNA-splicing ligase RtcB(PF01139)	305540
ytochrome C oxidase, cbb3-type...(PF13442)	563736
Hydantoinase/oxoprolinase(PF01968)	464995
TPase family associated with v...(PF07726)	443106
olliday junction DNA helicase ...(PF05496)	522514
lutamine amidotransferase doma...(PF13522)	506048
Permease family(PF00860)	652504
PDZ domain(PF13180)	437586
4Fe-4S dicluster domain(PF13247)	309007
Chromate transporter(PF02417)	459896
ype IV pilin N-term methylatio...(PF13544)	272312
-5 cytosine-specific DNA methy...(PF00145)	404496
SNF2 family N-terminal domain(PF00176)	475628
nf-Nqr subunit, membrane prote...(PF02508)	505174
otA/TolQ/ExbB proton channel f...(PF01618)	558581
onB-dependent Receptor Plug Do...(PF07715)	1163148
Peptidase family S41(PF03572)	471622
Thymidylate synthase(PF00303)	389901
utative undecaprenyl diphospha...(PF01255)	469147
DNA methylase(PF01555)	561693
-deoxy-D-xylulose-5-phosphate ...(PF13292)	474111
hosphoglucomutase/phosphomanno...(PF02879)	440457
-adenosylmethionine synthetase...(PF02773)	395953
ibonucleotide reductase, small...(PF00268)	503337
hosphoglucomutase/phosphomanno...(PF02880)	463710
Fe-2S iron-sulfur cluster bind...(PF00111)	600754
cyl-CoA dehydrogenase, N-termi...(PF02771)	988066
acterial extracellular solute-...(PF00497)	735799
NeuB family(PF03102)	512327
Deoxyhypusine synthase(PF01916)	391847
ripartite tricarboxylate trans...(PF01970)	519359
pcH/HpaI aldolase/citrate lyas...(PF03328)	472604
ethylenetetrahydrofolate reduc...(PF02219)	565918
lutamate synthase central doma...(PF04898)	504164
uinolinate phosphoribosyl tran...(PF01729)	377682
Carbamoyltransferase(PF02543)	424818
ur ligase family, catalytic do...(PF01225)	419868
biE/COQ5 methyltransferase fam...(PF01209)	501183
NQR2, RnfD, RnfE family(PF03116)	421657
ncharacterized protein family ...(PF00919)	388990
Thrombospondin type 3 repeat(PF02412)	180939
AA domain (dynein-related subf...(PF07728)	524527
ncharacterised protein family ...(PF03702)	481764
MgsA AAA+ ATPase C terminal(PF12002)	354271
ATP-sulfurylase(PF01747)	373861
,4-dihydroxy-2-butanone 4-phos...(PF00926)	467245
AsnC family(PF01037)	382482
Ribosomal protein L13(PF00572)	335012
FlgD Ig-like domain(PF13860)	283085
B-fold nucleic acid binding do...(PF01336)	450334
Elongation Factor G, domain II(PF14492)	459471
hikimate / quinate 5-dehydroge...(PF01488)	421159
DnaJ domain(PF00226)	438030
yridoxal phosphate biosynthesi...(PF03740)	406933
opper binding proteins, plasto...(PF00127)	250036
rotein of unknown function (DU...(PF07556)	230806
Phosphofructokinase(PF00365)	428757
denylate and Guanylate cyclase...(PF00211)	460541
aurine catabolism dioxygenase ...(PF02668)	495641
NA / pantothenate metabolism f...(PF04127)	363359
RNA polymerase beta subunit(PF04563)	599103
PCRF domain(PF03462)	393385
ytochrome C biogenesis protein...(PF02683)	399729
Diaminopimelate epimerase(PF01678)	414036
Rhomboid family(PF01694)	344281
on protease (S16) C-terminal p...(PF05362)	517020
Thioredoxin(PF00085)	499055
espiratory-chain NADH dehydrog...(PF01512)	476277
Ribonuclease HII(PF01351)	408214
Ribonuclease E/G family(PF10150)	513366
Nitroreductase family(PF00881)	568685
D40-like Beta Propeller Repeat...(PF07676)	450968
FHIPEP family(PF00771)	363417
-isomer specific 2-hydroxyacid...(PF02826)	472639
istidine phosphatase superfami...(PF00300)	421002
cetohydroxy acid isomeroreduct...(PF01450)	375512
D-(D/E)XK nuclease superfamily...(PF12705)	316510
yridoxal phosphate biosyntheti...(PF04166)	402945
ingle-strand binding protein f...(PF00436)	354346
MraW methylase family(PF01795)	472405
PP-loop family(PF01171)	490089
ormate--tetrahydrofolate ligas...(PF01268)	456315
ytochrome b(C-terminal)/b6/pet...(PF00032)	285327
PhoH-like protein(PF02562)	496004
ATP synthase A chain(PF00119)	401129
Clp protease(PF00574)	442616
-hydroxyacyl-CoA dehydrogenase...(PF00725)	505505
obW/HypB/UreG, nucleotide-bind...(PF02492)	343069
Terminase-like family(PF03237)	303519
lycyl-tRNA synthetase alpha su...(PF02091)	440320
Adenylate kinase(PF00406)	432822
ArgK protein(PF03308)	319584
TonB dependent receptor(PF00593)	1760227
odium:alanine symporter family...(PF01235)	466013
DP-N-acetylglucosamine 2-epime...(PF02350)	421346
Fatty acid synthesis protein(PF02504)	466156
'-3' exonuclease, N-terminal r...(PF02739)	413286
Ribosomal protein S2(PF00318)	446787
lyceraldehyde 3-phosphate dehy...(PF02800)	462069
Microvirus J protein(PF04726)	148839
rotidine 5'-phosphate decarbox...(PF00215)	424052
Putative tRNA binding domain(PF01588)	378810
oncanavalin A-like lectin/gluc...(PF13385)	203867
AD-dependent DNA ligase adenyl...(PF01653)	436222
hosphotransferase enzyme famil...(PF01636)	638668
Elongation factor G, domain IV(PF03764)	390502
DNA gyrase B(PF00204)	517490
Ribosome recycling factor(PF01765)	337569
hosphoribosyl synthetase-assoc...(PF14572)	328617
Voltage gated chloride channel(PF00654)	355758
lycine cleavage T-protein C-te...(PF08669)	481261
cetyltransferase (GNAT) family...(PF00583)	538226
RNA (Uracil-5-)-methyltransfer...(PF05958)	425267
Ham1 family(PF01725)	405298
lyceraldehyde 3-phosphate dehy...(PF00044)	446784
eta-lactamase superfamily doma...(PF12706)	517905
yo-inositol-1-phosphate syntha...(PF07994)	325823
eucine rich repeats (6 copies)...(PF13306)	118943
60Kd inner membrane protein(PF02096)	412129
Transglycosylase SLT domain(PF13406)	427509
etraacyldisaccharide-1-P 4'-ki...(PF02606)	349055
ueuosine biosynthesis protein ...(PF06508)	359355
Hsp20/alpha crystallin family(PF00011)	281365
Urocanase(PF01175)	324648
RNase H(PF00075)	312035
Periplasmic binding protein(PF01497)	325120
eucyl-tRNA synthetase, Domain ...(PF13603)	358327
HTH-like domain(PF13276)	449755
MGS-like domain(PF02142)	403885
MoaC family(PF01967)	284861
ADH-ubiquinone/plastoquinone o...(PF00420)	320258
DP-glucose/GDP-mannose dehydro...(PF00984)	384873
Hsp90 protein(PF00183)	452291
B3/4 domain(PF03483)	362157
Methyltransferase domain(PF08241)	463954
' exoribonuclease family, doma...(PF03725)	374113
Pyruvate kinase, barrel domain(PF00224)	490898
istidine kinase-, DNA gyrase B...(PF13589)	360367
Alpha/beta hydrolase family(PF12695)	492139
yridoxal-dependent decarboxyla...(PF00278)	411727
Ribosomal protein L16p/L10e(PF00252)	319953
3-dehydroquinate synthase(PF01761)	420831
Enolase, N-terminal domain(PF03952)	341907
nsulinase (Peptidase family M1...(PF00675)	449616
EAL domain(PF00563)	1294147
odium:sulfate symporter transm...(PF00939)	272848
Toprim domain(PF13662)	378113
hiamine monophosphate synthase...(PF02581)	343107
xidoreductase NAD-binding doma...(PF00175)	420059
odium:dicarboxylate symporter ...(PF00375)	411443
Homoserine dehydrogenase(PF00742)	362141
hosphoadenosine phosphosulfate...(PF01507)	331887
ACT domain(PF01842)	421809
impB/mucB/samB family(PF00817)	399687
ructose-bisphosphate aldolase ...(PF01116)	383271
TP synthase alpha/beta family,...(PF02874)	355088
OmpA family(PF00691)	404919
HEAT repeats(PF13646)	169344
cetohydroxy acid isomeroreduct...(PF07991)	362700
Phosphomethylpyrimidine kinase(PF08543)	342236
SelR domain(PF01641)	345973
Pantoate-beta-alanine ligase(PF02569)	356921
omain of Unknown Function (DUF...(PF06439)	184481
lutamine amidotransferase doma...(PF13537)	348605
itamin B12 dependent methionin...(PF02965)	402480
HIT domain(PF01230)	373129
RNA synthetases class I (E and...(PF03950)	387008
arbamoyl-phosphate synthase sm...(PF00988)	319946
Polypeptide deformylase(PF01327)	392249
ulfate transporter N-terminal ...(PF13792)	259775
Methyltransferase domain(PF13847)	412796
Ferrochelatase(PF00762)	425093
Ribosomal protein S7p/S5e(PF00177)	325008
Peptidase M16 inactive domain(PF05193)	454671
Menaquinone biosynthesis(PF02621)	181150
-terminal domain of ribose pho...(PF13793)	311991
longation factor Tu C-terminal...(PF03143)	352411
Transaldolase(PF00923)	356382
-adenosylmethionine synthetase...(PF00438)	269848
acitracin resistance protein B...(PF02673)	374321
hiamine biosynthesis protein (...(PF02568)	268559
DNA polymerase family B(PF00136)	307758
ibosomal RNA adenine dimethyla...(PF00398)	433677
SNARE associated Golgi protein(PF09335)	428345
Bacterial dnaA  protein(PF00308)	474509
TrkA-N domain(PF02254)	489331
cyl-CoA dehydrogenase, middle ...(PF02770)	611544
Phosphoglucose isomerase(PF00342)	446738
Survival protein SurE(PF01975)	307322
iotin/lipoate A/B protein liga...(PF03099)	363340
Ribosomal protein S12/S23(PF00164)	288729
-terminal, D2-small domain, of...(PF10431)	432584
etrahydrofolate dehydrogenase/...(PF00763)	284128
GTP cyclohydrolase I(PF01227)	336858
alic enzyme, NAD binding domai...(PF03949)	444991
omain of unknown function DUF5...(PF01883)	243518
ytochrome C oxidase subunit II...(PF00116)	329232
FabA-like domain(PF07977)	421786
ATP phosphoribosyltransferase(PF01634)	310044
TP:corrinoid adenosyltransfera...(PF02572)	251300
Transglycosylase SLT domain(PF01464)	484133
Phosphoribosyltransferase(PF02277)	262944
ParA/MinD ATPase like(PF10609)	243647
Malate synthase(PF01274)	554781
Nucleoside recognition(PF07670)	275870
ATP synthase(PF00231)	448150
ndole-3-glycerol phosphate syn...(PF00218)	391922
rotein of unknown function DUF...(PF01865)	283687
hymidylate synthase complement...(PF02511)	319158
CoA binding domain(PF02629)	306523
iotin carboxylase C-terminal d...(PF02785)	405346
ubulin/FtsZ family, GTPase dom...(PF00091)	310747
euA allosteric (dimerisation) ...(PF08502)	337717
andelate racemase / muconate l...(PF02746)	293295
