pfam	count
Sel1 repeat(PF08238)	73344
pfkB family carbohydrate kinase...(PF00294)	72438
Tripartite tricarboxylate trans...(PF01970)	70912
Periplasmic binding protein(PF13458)	70789
Rhodanese-like domain(PF00581)	70153
Sodium/hydrogen exchanger famil...(PF00999)	69516
MMPL family(PF03176)	69143
Glycosyl transferases group 1(PF00534)	68666
SPFH domain / Band 7 family(PF01145)	68204
AhpC/TSA family(PF00578)	67636
Histidinol dehydrogenase(PF00815)	67481
tRNA synthetases class I (E and...(PF00749)	67195
Phosphoribosyl transferase doma...(PF00156)	67055
Sodium:solute symporter family(PF00474)	66648
Bacterial transferase hexapepti...(PF00132)	66144
Pentapeptide repeats (8 copies)...(PF00805)	65851
Mur ligase middle domain(PF08245)	65803
Histidine biosynthesis protein(PF00977)	65627
Phytanoyl-CoA dioxygenase (PhyH...(PF05721)	62841
Thiolase, N-terminal domain(PF00108)	62720
Permease family(PF00860)	62304
Methylmalonyl-CoA mutase(PF01642)	62188
Citrate synthase(PF00285)	62127
Protein kinase domain(PF00069)	61893
Bacterial extracellular solute-...(PF03480)	61881
Beta-ketoacyl synthase, N-termi...(PF00109)	61671
SRP54-type protein, GTPase doma...(PF00448)	61347
Homocysteine S-methyltransferas...(PF02574)	60942
ABC transporter transmembrane r...(PF00664)	60896
Carbamoyl-phosphate synthase L ...(PF00289)	60319
Molybdopterin oxidoreductase(PF00384)	60313
SIS domain(PF01380)	60265
DNA gyrase/topoisomerase IV, su...(PF00521)	59630
Cell cycle protein(PF01098)	59515
D-isomer specific 2-hydroxyacid...(PF00389)	59362
AMP-binding enzyme C-terminal d...(PF13193)	58901
DAHP synthetase I family(PF00793)	58049
Glycine cleavage T-protein C-te...(PF08669)	58008
Glucose / Sorbosone dehydrogena...(PF07995)	57888
RecF/RecN/SMC N terminal domain...(PF02463)	57804
AIR synthase related protein, C...(PF02769)	57598
Glucose inhibited division prot...(PF01134)	57257
Luciferase-like monooxygenase(PF00296)	56839
Oxidoreductase family, NAD-bind...(PF01408)	56636
Acyl-CoA dehydrogenase, C-termi...(PF00441)	56477
Phosphate transporter family(PF01384)	56389
Polyprenyl synthetase(PF00348)	56318
Iron-containing alcohol dehydro...(PF00465)	56303
NADH dehydrogenase(PF00146)	55636
CobQ/CobB/MinD/ParA nucleotide ...(PF01656)	55622
Dihydrodipicolinate synthetase ...(PF00701)	54677
AAA domain (Cdc48 subfamily)(PF07724)	53888
tRNA synthetases class I (M)(PF09334)	53707
Aminotransferase class IV(PF01063)	53433
AAA domain(PF13304)	53420
Chorismate synthase(PF01264)	53277
CDP-alcohol phosphatidyltransfe...(PF01066)	53270
tRNA synthetases class II (A)(PF01411)	52685
Subtilase family(PF00082)	52668
Inositol monophosphatase family...(PF00459)	52327
HhH-GPD superfamily base excisi...(PF00730)	52186
Major spike protein (G protein)...(PF02306)	52054
Thiamine pyrophosphate enzyme, ...(PF00205)	52027
Type II/IV secretion system pro...(PF00437)	51898
Protein export membrane protein...(PF02355)	51821
Integrase core domain(PF13683)	51679
Glycoprotease family(PF00814)	51603
NAD(P) transhydrogenase beta su...(PF02233)	51360
Formate--tetrahydrofolate ligas...(PF01268)	51064
RNA polymerase Rpb2, domain 6(PF00562)	50902
Endonuclease/Exonuclease/phosph...(PF03372)	50783
ABC-2 type transporter(PF01061)	50742
Adenylosuccinate synthetase(PF00709)	50347
Arginosuccinate synthase(PF00764)	50326
Malate synthase(PF01274)	49343
Glutamine amidotransferases cla...(PF00310)	49281
Methyltransferase domain(PF13489)	49274
Phosphorylase superfamily(PF01048)	49204
Bacterial extracellular solute-...(PF00497)	49166
Queuine tRNA-ribosyltransferase...(PF01702)	48905
Probable molybdopterin binding ...(PF00994)	48763
Dihydroorotate dehydrogenase(PF01180)	48534
Peroxidase(PF00141)	48518
GatB/GatE catalytic domain(PF02934)	48449
CTP synthase N-terminus(PF06418)	48360
NUDIX domain(PF00293)	48129
Phosphoglycerate kinase(PF00162)	47861
Sulfite exporter TauE/SafE(PF01925)	47398
Peptidase family M50(PF02163)	47345
Bacterial extracellular solute-...(PF13416)	47117
Anticodon-binding domain of tRN...(PF08264)	47110
DNA polymerase family A(PF00476)	46624
Aspartate/ornithine carbamoyltr...(PF00185)	46204
Transposase DDE domain(PF01609)	46168
Phosphoenolpyruvate carboxykina...(PF01293)	46063
Formyl transferase(PF00551)	46039
S1 RNA binding domain(PF00575)	45981
ArgJ family(PF01960)	45846
Rieske [2Fe-2S] domain(PF00355)	45156
Trypsin-like peptidase domain(PF13365)	45083
Repeat domain in Vibrio, Colwel...(PF13517)	45076
HD domain(PF01966)	45018
Sigma-54 interaction domain(PF00158)	44792
Polysaccharide biosynthesis pro...(PF02719)	44771
Transketolase, C-terminal domai...(PF02780)	44629
Mechanosensitive ion channel(PF00924)	44542
RNA polymerase Rpb1, domain 5(PF04998)	44497
Elongation factor Tu domain 2(PF03144)	44414
GcpE protein(PF04551)	44310
FAD binding domain (PF01565)	43955
RNA pseudouridylate synthase(PF00849)	43908
Transposase, Mutator family(PF00872)	43902
FAD linked oxidases, C-terminal...(PF02913)	43864
Substrate binding domain of ABC...(PF04069)	43709
S-adenosyl-L-homocysteine hydro...(PF05221)	43703
Cytochrome C assembly protein(PF01578)	43686
3-octaprenyl-4-hydroxybenzoate ...(PF01977)	43359
MreB/Mbl protein(PF06723)	43176
Cytidylyltransferase(PF02348)	43071
Bacterial DNA polymerase III al...(PF07733)	42941
chorismate binding enzyme(PF00425)	42780
Methylenetetrahydrofolate reduc...(PF02219)	42370
AIR synthase related protein, N...(PF00586)	42252
UvrD-like helicase C-terminal d...(PF13361)	42227
Enolase, C-terminal TIM barrel ...(PF00113)	42084
Bacteriophage scaffolding prote...(PF02925)	42011
CoA-ligase(PF00549)	41786
Fumarylacetoacetate (FAA) hydro...(PF01557)	41535
DNA topoisomerase(PF01131)	41531
Calcineurin-like phosphoesteras...(PF00149)	41425
Cyclophilin type peptidyl-proly...(PF00160)	41106
UvrD/REP helicase N-terminal do...(PF00580)	40933
GXGXG motif(PF01493)	40683
Semialdehyde dehydrogenase, dim...(PF02774)	40644
NAD binding domain of 6-phospho...(PF03446)	40593
CBS domain(PF00571)	40520
Respiratory-chain NADH dehydrog...(PF00346)	40445
Hydantoinase B/oxoprolinase(PF02538)	40254
Aspartate/ornithine carbamoyltr...(PF02729)	40149
NAD synthase(PF02540)	40052
Cytidylyltransferase(PF01467)	40051
Dehydrogenase E1 component(PF00676)	39971
Delta-aminolevulinic acid dehyd...(PF00490)	39592
2-oxoacid dehydrogenases acyltr...(PF00198)	39557
DNA methylase(PF01555)	39241
Oligopeptide/dipeptide transpor...(PF08352)	39133
Initiation factor 2 subunit fam...(PF01008)	39128
Quinolinate synthetase A protei...(PF02445)	38928
Thiolase, C-terminal domain(PF02803)	38843
Deoxyhypusine synthase(PF01916)	38772
alpha/beta hydrolase fold(PF00561)	38290
Aconitase C-terminal domain(PF00694)	38188
recA bacterial DNA recombinatio...(PF00154)	38160
HTH-like domain(PF13276)	37999
Histidyl-tRNA synthetase(PF13393)	37915
Phosphate acetyl/butaryl transf...(PF01515)	37898
Transposase(PF01527)	37895
Cation transport protein(PF02386)	37721
Peptide methionine sulfoxide re...(PF01625)	37662
Taurine catabolism dioxygenase ...(PF02668)	37578
Xylose isomerase-like TIM barre...(PF01261)	37329
Proteasome subunit(PF00227)	37277
SecY translocase(PF00344)	37261
Carbon-nitrogen hydrolase(PF00795)	37245
Uncharacterized protein family ...(PF01458)	37010
Adenylate and Guanylate cyclase...(PF00211)	36946
SecA DEAD-like domain(PF07517)	36891
Type III restriction enzyme, re...(PF04851)	36812
3' exoribonuclease family, doma...(PF01138)	36751
Pterin binding enzyme(PF00809)	36660
D-isomer specific 2-hydroxyacid...(PF02826)	36544
Carbamoyltransferase(PF02543)	36501
Tripartite tricarboxylate trans...(PF03401)	36377
Cysteine-rich domain(PF02754)	36233
Dihydrouridine synthase (Dus)(PF01207)	36096
Cytochrome c oxidase subunit II...(PF00510)	36087
Cytosol aminopeptidase family, ...(PF00883)	36061
HpcH/HpaI aldolase/citrate lyas...(PF03328)	36055
ATP-NAD kinase(PF01513)	35967
Beta-lactamase superfamily doma...(PF12706)	35904
Class II Aldolase and Adducin N...(PF00596)	35865
3'-5' exonuclease(PF01612)	35848
tRNA synthetases class I (C) ca...(PF01406)	35818
Creatinase/Prolidase N-terminal...(PF01321)	35486
tRNA synthetases class I (R)(PF00750)	35187
2Fe-2S iron-sulfur cluster bind...(PF00111)	35130
Alpha/beta hydrolase family(PF12695)	35079
4Fe-4S dicluster domain(PF13183)	34802
tRNA synthetases class II core ...(PF01409)	34776
tRNA methyl transferase(PF03054)	34775
Biotin-requiring enzyme(PF00364)	34696
GMC oxidoreductase(PF00732)	34579
Beta-ketoacyl synthase, C-termi...(PF02801)	34358
Transposase DDE domain group 1(PF13701)	34103
Tetrahydrofolate dehydrogenase/...(PF02882)	34019
Alanine racemase, N-terminal do...(PF01168)	33910
Phosphoenolpyruvate phosphomuta...(PF13714)	33656
Alanine dehydrogenase/PNT, C-te...(PF01262)	33595
Elongation factor G C-terminus(PF00679)	33583
Cytidine and deoxycytidylate de...(PF00383)	33509
Cobalamin-independent synthase,...(PF01717)	33312
3-hydroxyacyl-CoA dehydrogenase...(PF02737)	33133
UDP-glucose/GDP-mannose dehydro...(PF03721)	33120
MacB-like periplasmic core doma...(PF12704)	33076
Oxidoreductase family, C-termin...(PF02894)	32800
Monomeric isocitrate dehydrogen...(PF03971)	32735
Toprim domain(PF01751)	32548
Glycosyl transferase family, a/...(PF00591)	32517
Citrate transporter(PF03600)	32399
Glutamine amidotransferase doma...(PF13522)	32185
FHIPEP family(PF00771)	32146
3-hydroxyacyl-CoA dehydrogenase...(PF00725)	32043
NeuB family(PF03102)	32016
B12 binding domain(PF02310)	32006
Envelope glycoprotein GP120(PF00516)	31747
CoA-transferase family III(PF02515)	31536
Malic enzyme, NAD binding domai...(PF03949)	31443
Sodium/calcium exchanger protei...(PF01699)	31218
DnaB-like helicase C terminal d...(PF03796)	31132
Protein-L-isoaspartate(D-aspart...(PF01135)	31085
Na+-transporting oxaloacetate d...(PF03977)	31000
MviN-like protein(PF03023)	30967
Acyl transferase domain(PF00698)	30845
Pyridine nucleotide-disulphide ...(PF02852)	30750
Peptidase family M48(PF01435)	30742
RNA polymerase Rpb1, domain 1(PF04997)	30696
FAD binding domain(PF01494)	30692
Uracil DNA glycosylase superfam...(PF03167)	30662
TatD related DNase(PF01026)	30513
SNARE associated Golgi protein(PF09335)	30423
Pyridoxal-dependent decarboxyla...(PF02784)	30411
Amidohydrolase family(PF07969)	30328
MatE(PF01554)	30210
Fumarate reductase flavoprotein...(PF02910)	30110
BT1 family(PF03092)	30095
Cytochrome b(N-terminal)/b6/pet...(PF13631)	30088
His Kinase A (phospho-acceptor)...(PF00512)	30062
Myo-inositol-1-phosphate syntha...(PF07994)	30047
SpoU rRNA Methylase family(PF00588)	30007
Ferrochelatase(PF00762)	29843
Uncharacterized ACR, YdiU/UPF00...(PF02696)	29765
Putative modulator of DNA gyras...(PF01523)	29703
LysR substrate binding domain(PF03466)	29603
WD domain, G-beta repeat(PF00400)	29593
Alpha amylase, catalytic domain...(PF00128)	29580
NADH:flavin oxidoreductase / NA...(PF00724)	29470
AAA domain (dynein-related subf...(PF07728)	29439
Glycyl-tRNA synthetase beta sub...(PF02092)	29375
Methyltransferase domain(PF13847)	29371
NMT1/THI5 like(PF09084)	29348
Flavoprotein(PF02441)	29302
Asparagine synthase(PF00733)	29264
Inhibitor of apoptosis-promotin...(PF01027)	29256
Glycyl-tRNA synthetase alpha su...(PF02091)	29163
Malate/L-lactate dehydrogenase(PF02615)	29162
NAD-binding of NADP-dependent 3...(PF14833)	29102
Thymidylate synthase complement...(PF02511)	29056
Ribulose-phosphate 3 epimerase ...(PF00834)	29022
Trimethylamine methyltransferas...(PF06253)	28900
AICARFT/IMPCHase bienzyme(PF01808)	28799
Fatty acid synthesis protein(PF02504)	28773
Bacterial extracellular solute-...(PF01547)	28748
Histone deacetylase domain(PF00850)	28594
MmgE/PrpD family(PF03972)	28566
FtsX-like permease family(PF02687)	28535
Porphobilinogen deaminase, dipy...(PF01379)	28498
Nitronate monooxygenase(PF03060)	28458
FMN-dependent dehydrogenase(PF01070)	28456
RF-1 domain(PF00472)	28405
AIR carboxylase(PF00731)	28382
DNA polymerase III, delta subun...(PF13177)	28365
Cytochrome c(PF00034)	28309
Bacterial extracellular solute-...(PF13343)	28279
Peptidase family M1(PF01433)	28186
LytB protein(PF02401)	28136
PEP-utilising enzyme, TIM barre...(PF02896)	28115
Sec-independent protein translo...(PF00902)	28074
ubiE/COQ5 methyltransferase fam...(PF01209)	28064
Mur ligase family, glutamate li...(PF02875)	27842
FKBP-type peptidyl-prolyl cis-t...(PF00254)	27832
Ribonuclease E/G family(PF10150)	27756
Queuosine biosynthesis protein(PF02547)	27684
Uncharacterised protein family ...(PF03699)	27564
60Kd inner membrane protein(PF02096)	27439
Semialdehyde dehydrogenase, NAD...(PF01118)	27397
MobA-like NTP transferase domai...(PF12804)	27388
Acyl-CoA dehydrogenase, N-termi...(PF02771)	27218
Phosphoglucose isomerase(PF00342)	27157
Peptidase family M41(PF01434)	27137
Vacuole effluxer Atg22 like(PF11700)	27106
Methyltransferase domain(PF08241)	27084
FGGY family of carbohydrate kin...(PF00370)	27022
D-ala D-ala ligase C-terminus(PF07478)	26986
ArgK protein(PF03308)	26923
Tripartite ATP-independent peri...(PF04290)	26867
Acetyltransferase (GNAT) family...(PF00583)	26709
Phosphoglucomutase/phosphomanno...(PF02878)	26689
Phosphoribosyltransferase(PF02277)	26574
PDZ domain(PF13180)	26552
Peptidase family M23(PF01551)	26546
Glutamate synthase central doma...(PF04898)	26540
Reverse transcriptase (RNA-depe...(PF00078)	26532
1-deoxy-D-xylulose-5-phosphate ...(PF13292)	26499
Metalloenzyme superfamily(PF01676)	26478
Thiazole biosynthesis protein T...(PF05690)	26409
Protein of unknown function (DU...(PF07394)	26384
Ketopantoate hydroxymethyltrans...(PF02548)	26375
[2Fe-2S] binding domain(PF01799)	26286
Scaffold protein B(PF02304)	26154
ATP synthase alpha/beta chain, ...(PF00306)	26116
ATP-grasp domain(PF08442)	26062
Gamma-glutamyltranspeptidase(PF01019)	26013
Histidine phosphatase superfami...(PF00300)	25982
Lon protease (S16) C-terminal p...(PF05362)	25877
4Fe-4S dicluster domain(PF12838)	25742
Amino acid permease(PF13520)	25727
ABC 3 transport family(PF00950)	25619
Triosephosphate isomerase(PF00121)	25459
SAICAR synthetase(PF01259)	25275
Peptidase family S41(PF03572)	25274
AsnC family(PF01037)	25051
Leucine rich repeat(PF13855)	25044
NADH ubiquinone oxidoreductase,...(PF01058)	24995
DnaJ domain(PF00226)	24937
ThiC family(PF01964)	24929
LamB/YcsF family(PF03746)	24915
CobB/CobQ-like glutamine amidot...(PF13507)	24849
SelR domain(PF01641)	24824
Telomere recombination(PF01300)	24787
Peptidase family M3(PF01432)	24784
3,4-dihydroxy-2-butanone 4-phos...(PF00926)	24745
Prokaryotic protein of unknown ...(PF05853)	24636
von Willebrand factor type A do...(PF13519)	24512
RNA polymerase beta subunit(PF04563)	24198
DeoC/LacD family aldolase(PF01791)	24114
Pyruvate kinase, barrel domain(PF00224)	24035
Isocitrate lyase family(PF00463)	24013
Protein of unknown function (DU...(PF07399)	23970
Glycosyl transferase family 4(PF00953)	23956
Tryptophan synthase alpha chain...(PF00290)	23925
GTP cyclohydrolase I(PF01227)	23898
Putative tRNA binding domain(PF01588)	23848
Tetratricopeptide repeat(PF13424)	23846
Phosphoribosylglycinamide synth...(PF01071)	23844
Respiratory-chain NADH dehydrog...(PF01512)	23790
MotA/TolQ/ExbB proton channel f...(PF01618)	23781
D-galactarate dehydratase / Alt...(PF04295)	23751
LeuA allosteric (dimerisation) ...(PF08502)	23638
Anticodon binding domain(PF03129)	23549
Uroporphyrinogen decarboxylase ...(PF01208)	23454
E1-E2 ATPase(PF00122)	23429
Putative undecaprenyl diphospha...(PF01255)	23362
Diaminopimelate epimerase(PF01678)	23310
Periplasmic binding protein(PF01497)	23279
Hydantoinase/oxoprolinase(PF01968)	23276
Polypeptide deformylase(PF01327)	23155
Ring hydroxylating alpha subuni...(PF00848)	23134
Clp protease(PF00574)	23099
S-adenosylmethionine synthetase...(PF02773)	23068
3-dehydroquinate synthase(PF01761)	23065
Nitroreductase family(PF00881)	22992
NADH-ubiquinone/plastoquinone o...(PF00499)	22934
Glycosyl hydrolase family 3 N t...(PF00933)	22926
Exonuclease(PF00929)	22835
GGDEF domain(PF00990)	22764
lactate/malate dehydrogenase, a...(PF02866)	22723
Adenosine/AMP deaminase(PF00962)	22678
FabA-like domain(PF07977)	22672
Biotin carboxylase C-terminal d...(PF02785)	22656
Sigma-70 region 2 (PF04542)	22643
PHP domain(PF02811)	22631
Cytochrome oxidase assembly pro...(PF02628)	22609
FGGY family of carbohydrate kin...(PF02782)	22452
Ribonucleotide reductase, small...(PF00268)	22374
Acetohydroxy acid isomeroreduct...(PF07991)	22358
FtsK/SpoIIIE family(PF01580)	22267
RNB domain(PF00773)	22233
Membrane dipeptidase (Peptidase...(PF01244)	22219
PhoH-like protein(PF02562)	22122
haloacid dehalogenase-like hydr...(PF00702)	22081
Transglycosylase(PF00912)	22006
'Cold-shock' DNA-binding domain...(PF00313)	21941
Pyridoxal-dependent decarboxyla...(PF00278)	21938
Prolyl oligopeptidase family(PF00326)	21928
Uncharacterized protein family ...(PF00919)	21821
Phosphoglucomutase/phosphomanno...(PF02880)	21812
Acetohydroxy acid isomeroreduct...(PF01450)	21738
Ribonuclease HII(PF01351)	21719
Glycosyltransferase family 9 (h...(PF01075)	21688
Leucine Rich repeats (2 copies)...(PF12799)	21614
lactate/malate dehydrogenase, N...(PF00056)	21604
Pirin(PF02678)	21578
UDP-glucose/GDP-mannose dehydro...(PF00984)	21531
Asp/Glu/Hydantoin racemase(PF01177)	21500
Aldehyde oxidase and xanthine d...(PF01315)	21487
5'-3' exonuclease, N-terminal r...(PF02739)	21478
Holliday junction DNA helicase ...(PF05496)	21475
Bacterial DNA-binding protein(PF00216)	21462
MraW methylase family(PF01795)	21405
ATP synthase A chain(PF00119)	21389
Phosphotransferase enzyme famil...(PF01636)	21319
Prolipoprotein diacylglyceryl t...(PF01790)	21303
Pyruvate flavodoxin/ferredoxin ...(PF01855)	21191
Transposase domain (DUF772)(PF05598)	21124
Nitrite and sulphite reductase ...(PF01077)	21115
DNA gyrase B(PF00204)	21037
FAD binding domain in molybdopt...(PF00941)	21022
Thioredoxin(PF00085)	21011
ATP-sulfurylase(PF01747)	20981
tRNA synthetases class I (E and...(PF03950)	20880
UDP-N-acetylglucosamine 2-epime...(PF02350)	20870
DNA gyrase C-terminal domain, b...(PF03989)	20826
Alanine dehydrogenase/PNT, N-te...(PF05222)	20777
PP-loop family(PF01171)	20774
C-terminal, D2-small domain, of...(PF10431)	20771
Protein of unknown function (DU...(PF04412)	20765
Fructose-bisphosphate aldolase ...(PF00274)	20749
Glyceraldehyde 3-phosphate dehy...(PF02800)	20732
Glutamine amidotransferase doma...(PF13537)	20718
Phosphoglucomutase/phosphomanno...(PF02879)	20678
tRNA synthetases class I (K)(PF01921)	20651
AAA domain(PF13614)	20613
Endoribonuclease L-PSP(PF01042)	20544
Uncharacterised ACR, COG2135(PF02586)	20518
Protein of unknown function, DU...(PF03190)	20493
Transglycosylase SLT domain(PF01464)	20455
Tubulin/FtsZ family, GTPase dom...(PF00091)	20400
HIT domain(PF01230)	20399
impB/mucB/samB family(PF00817)	20381
NADH-ubiquinone/plastoquinone o...(PF00420)	20361
Glyoxalase/Bleomycin resistance...(PF00903)	20300
Glyceraldehyde 3-phosphate dehy...(PF00044)	20296
Elongation Factor G, domain II(PF14492)	20243
Bacitracin resistance protein B...(PF02673)	20189
ThiF family(PF00899)	20104
GMC oxidoreductase(PF05199)	20078
Uncharacterised protein family ...(PF03702)	20030
DNA / pantothenate metabolism f...(PF04127)	20026
Imidazoleglycerol-phosphate deh...(PF00475)	20008
Ham1 family(PF01725)	19961
Ribosomal RNA adenine dimethyla...(PF00398)	19930
FtsJ-like methyltransferase(PF01728)	19921
ABC transporter, phosphonate, p...(PF12974)	19844
Glutamate/Leucine/Phenylalanine...(PF00208)	19700
Orotidine 5'-phosphate decarbox...(PF00215)	19652
tRNA-splicing ligase RtcB(PF01139)	19580
dUTPase(PF00692)	19576
NADH(P)-binding (PF13460)	19534
Bacterial dnaA  protein(PF00308)	19516
Pyruvate phosphate dikinase, PE...(PF01326)	19499
Bacterial sugar transferase(PF02397)	19456
Class-II DAHP synthetase family...(PF01474)	19437
Shikimate / quinate 5-dehydroge...(PF01488)	19418
Cytochrome C oxidase, cbb3-type...(PF13442)	19407
Fructose-bisphosphate aldolase ...(PF01116)	19388
Basic membrane protein(PF02608)	19387
Phosphatidylserine decarboxylas...(PF02666)	19378
WD40-like Beta Propeller Repeat...(PF07676)	19339
Prephenate dehydratase(PF00800)	19332
Toprim domain(PF13662)	19310
tRNA pseudouridine synthase(PF01416)	19287
OmpA family(PF00691)	19270
Isochorismatase family(PF00857)	19254
S-adenosylmethionine synthetase...(PF02772)	19053
Polysaccharide deacetylase(PF01522)	19011
Carbohydrate phosphorylase(PF00343)	18948
Transcription factor TFIIB repe...(PF00382)	18927
Calcineurin-like phosphoesteras...(PF12850)	18829
Ribosomal protein S2(PF00318)	18815
Malic enzyme, N-terminal domain...(PF00390)	18719
IPP transferase(PF01715)	18648
Pyridoxal phosphate biosyntheti...(PF04166)	18617
3' exoribonuclease family, doma...(PF03725)	18586
Carbamoyl-phosphate synthase sm...(PF00988)	18576
Phosphopantetheine attachment s...(PF00550)	18539
Maf-like protein(PF02545)	18506
Pyridoxal phosphate biosynthesi...(PF03740)	18472
Glycerol-3-phosphate acyltransf...(PF02660)	18464
B3/4 domain(PF03483)	18454
Transcriptional regulator(PF01709)	18408
Glutamine synthetase, beta-Gras...(PF03951)	18328
Acyl-CoA dehydrogenase, middle ...(PF02770)	18303
Ribosomal protein L13(PF00572)	18293
Prolyl oligopeptidase, N-termin...(PF02897)	18284
CbiD(PF01888)	18255
LysE type translocator(PF01810)	18212
2Fe-2S iron-sulfur cluster bind...(PF13085)	18205
MutS domain V(PF00488)	18162
Amidohydrolase(PF04909)	18149
Flavin-binding monooxygenase-li...(PF00743)	18143
Rhomboid family(PF01694)	18142
MGS-like domain(PF02142)	18097
2Fe-2S iron-sulfur cluster bind...(PF13510)	17975
Quinolinate phosphoribosyl tran...(PF01729)	17915
ACT domain(PF01842)	17910
OB-fold nucleic acid binding do...(PF01336)	17901
Enolase, N-terminal domain(PF03952)	17893
Protein of unknown function (DU...(PF06181)	17836
Phosphoenolpyruvate carboxylase...(PF00311)	17816
O-methyltransferase(PF01596)	17743
TrkA-N domain(PF02254)	17730
NAD-dependent DNA ligase adenyl...(PF01653)	17672
Transaldolase(PF00923)	17633
Glyoxalase-like domain(PF12681)	17625
CoA binding domain(PF02629)	17602
Cytochrome b(C-terminal)/b6/pet...(PF00032)	17578
NifU-like N terminal domain(PF01592)	17524
PCRF domain(PF03462)	17476
Elongation factor G, domain IV(PF03764)	17462
Enolase C-terminal domain-like(PF13378)	17440
Cation efflux family(PF01545)	17390
ATP synthase alpha/beta family,...(PF02874)	17307
Putative flagellar system-assoc...(PF13753)	17141
ROK family(PF00480)	17069
RNase H(PF00075)	17066
Prephenate dehydrogenase(PF02153)	17039
Adenylate kinase(PF00406)	16937
