pfam	count
tRNA-splicing ligase RtcB(PF01139)	10
TrfA protein(PF07042)	10
Transaldolase(PF00923)	10
PAS domain(PF13426)	10
Amidohydrolase(PF13147)	10
Sulfatase(PF00884)	10
Type I phosphodiesterase / nucl...(PF01663)	10
Glycosyl transferase family, a/...(PF00591)	10
Hsp70 protein(PF00012)	10
HlyD family secretion protein(PF12700)	10
Pyruvate phosphate dikinase, PE...(PF01326)	10
Putative esterase(PF00756)	10
DNA / pantothenate metabolism f...(PF04127)	10
Glycosyl hydrolases family 2, T...(PF02836)	10
NADH dehydrogenase(PF00146)	10
AAA domain(PF13173)	10
Dehydrogenase E1 component(PF00676)	10
Histidyl-tRNA synthetase(PF13393)	9
AMP-binding enzyme(PF00501)	9
Bacterial regulatory proteins, ...(PF00196)	9
Natural resistance-associated m...(PF01566)	9
Queuosine biosynthesis protein(PF02547)	9
Carbon-nitrogen hydrolase(PF00795)	9
EPSP synthase (3-phosphoshikima...(PF00275)	9
Inositol monophosphatase family...(PF00459)	9
Enolase, C-terminal TIM barrel ...(PF00113)	9
ATPase family associated with v...(PF07726)	9
Elongation factor G, domain IV(PF03764)	9
CBS domain(PF00571)	9
UvrD-like helicase C-terminal d...(PF13538)	9
E1-E2 ATPase(PF00122)	9
Aspartate/ornithine carbamoyltr...(PF00185)	9
Initiation factor 2 subunit fam...(PF01008)	9
Elongation Factor G, domain II(PF14492)	9
Methyltransferase domain(PF13847)	9
Glycoprotease family(PF00814)	9
Transketolase, thiamine diphosp...(PF00456)	9
RNA polymerase Rpb1, domain 5(PF04998)	9
Uncharacterised ACR, YkgG famil...(PF02589)	9
Nickel-dependent hydrogenase(PF00374)	9
Peroxidase(PF00141)	9
TrwC relaxase(PF08751)	9
CoA-ligase(PF00549)	9
Urocanase(PF01175)	9
CRISPR associated protein Cas1(PF01867)	9
Hsp20/alpha crystallin family(PF00011)	9
DDE superfamily endonuclease(PF13358)	9
Domain found in IF2B/IF5(PF01873)	8
Ammonium Transporter Family(PF00909)	8
Phosphoglucomutase/phosphomanno...(PF02880)	8
pfkB family carbohydrate kinase...(PF00294)	8
Thiamine biosynthesis protein (...(PF02568)	8
Aspartate carbamoyltransferase ...(PF01948)	8
GDSL-like Lipase/Acylhydrolase ...(PF13472)	8
NOL1/NOP2/sun family(PF01189)	8
ScpA/B protein(PF02616)	8
RNA pseudouridylate synthase(PF00849)	8
4Fe-4S dicluster domain(PF13183)	8
Pyridoxal-dependent decarboxyla...(PF00278)	8
ATP-NAD kinase(PF01513)	8
Carbamoyl-phosphate synthase L ...(PF02786)	8
Peptidase family M28(PF04389)	8
PHP domain(PF02811)	8
FtsK/SpoIIIE family(PF01580)	8
TatD related DNase(PF01026)	8
FAD linked oxidases, C-terminal...(PF02913)	8
DNA mismatch endonuclease Vsr(PF03852)	8
PUA domain(PF01472)	8
PEP-utilising enzyme, TIM barre...(PF02896)	8
EVE domain(PF01878)	8
Polyprenyl synthetase(PF00348)	8
Pyridine nucleotide-disulphide ...(PF00070)	8
Amino acid permease(PF13520)	8
AIR synthase related protein, N...(PF00586)	8
FAD binding domain(PF00890)	8
SIS domain(PF01380)	8
Elongation factor P (EF-P) OB d...(PF01132)	8
Sodium:solute symporter family(PF00474)	8
Helix-turn-helix domain(PF12728)	8
His Kinase A (phospho-acceptor)...(PF00512)	8
Type II secretion system (T2SS)...(PF00482)	8
Calcineurin-like phosphoesteras...(PF12850)	8
LysM domain(PF01476)	8
Enolase, N-terminal domain(PF03952)	7
Phosphoribosylglycinamide synth...(PF01071)	7
ATP:corrinoid adenosyltransfera...(PF02572)	7
Carbamoyl-phosphate synthase L ...(PF00289)	7
Methylmalonyl-CoA mutase(PF01642)	7
Flavoprotein(PF02441)	7
MerR family regulatory protein(PF00376)	7
UDP-glucose/GDP-mannose dehydro...(PF03721)	7
Helicase conserved C-terminal d...(PF00271)	7
Helix-hairpin-helix domain(PF14520)	7
DNA polymerase family A(PF00476)	7
Enoyl-CoA hydratase/isomerase f...(PF00378)	7
DHHA1 domain(PF02272)	7
Putative metallopeptidase domai...(PF13203)	7
AFG1-like ATPase(PF03969)	7
tRNA synthetases class I (W and...(PF00579)	7
Glycosyl Hydrolase Family 88(PF07470)	7
Glutamine synthetase, catalytic...(PF00120)	7
CoA binding domain(PF02629)	7
FGGY family of carbohydrate kin...(PF02782)	7
Peptidase family M48(PF01435)	7
Cytochrome C and Quinol oxidase...(PF00115)	7
Cytidylyltransferase(PF01467)	7
Sigma-70, region 4(PF08281)	7
Glycosyl hydrolases family 43(PF04616)	7
DNA polymerase II large subunit...(PF03833)	7
Pterin binding enzyme(PF00809)	7
Amidohydrolase family(PF07969)	7
SusD family(PF07980)	7
TonB-dependent Receptor Plug Do...(PF07715)	7
FAD binding domain(PF01494)	7
Protein of unknown function DUF...(PF01882)	7
NAD-dependent DNA ligase adenyl...(PF01653)	7
SecA DEAD-like domain(PF07517)	7
Endonuclease I(PF04231)	7
Protein of unknown function (DU...(PF08811)	7
Fumarase C-terminus(PF05683)	7
PAC2 family(PF09754)	7
3' exoribonuclease family, doma...(PF01138)	7
Protein of unknown function (DU...(PF04480)	7
haloacid dehalogenase-like hydr...(PF00702)	7
NAD synthase(PF02540)	7
Protein of unknown function (DU...(PF04365)	7
Elongation factor P (EF-P) KOW-...(PF08207)	7
Protein of unknown function (DU...(PF04255)	7
DNA polymerase III, delta subun...(PF13177)	7
3' exoribonuclease family, doma...(PF03725)	7
S1 RNA binding domain(PF00575)	7
M42 glutamyl aminopeptidase(PF05343)	6
Aminomethyltransferase folate-b...(PF01571)	6
Mechanosensitive ion channel(PF00924)	6
Na+-transporting oxaloacetate d...(PF03977)	6
Glycosyltransferase like family...(PF13641)	6
Tetrapyrrole (Corrin/Porphyrin)...(PF00590)	6
Alcohol dehydrogenase GroES-lik...(PF08240)	6
TRAM domain(PF01938)	6
RNA-metabolising metallo-beta-l...(PF07521)	6
GTPase of unknown function C-te...(PF08438)	6
60Kd inner membrane protein(PF02096)	6
Bacterial DNA polymerase III al...(PF07733)	6
TSCPD domain(PF12637)	6
Molydopterin dinucleotide bindi...(PF01568)	6
Cytosol aminopeptidase family, ...(PF00883)	6
Anaerobic ribonucleoside-tripho...(PF13597)	6
Helix-turn-helix domain(PF13936)	6
4Fe-4S dicluster domain(PF12838)	6
Bacterial extracellular solute-...(PF03480)	6
MazG nucleotide pyrophosphohydr...(PF03819)	6
Thioredoxin-like [2Fe-2S] ferre...(PF01257)	6
CorA-like Mg2+ transporter prot...(PF01544)	6
Ribosomal protein L18e/L15(PF00828)	6
Protein of unknown function (DU...(PF06245)	6
UDP-3-O-acyl N-acetylglycosamin...(PF03331)	6
Protein export membrane protein...(PF02355)	6
ATP synthase alpha/beta chain, ...(PF00306)	6
WD40-like Beta Propeller Repeat...(PF07676)	6
Queuine tRNA-ribosyltransferase...(PF01702)	6
Endonuclease/Exonuclease/phosph...(PF03372)	6
PIN domain(PF01850)	6
Uncharacterized protein family ...(PF01205)	6
Biotin-requiring enzyme(PF00364)	6
Dihydroorotate dehydrogenase(PF01180)	6
Asparagine synthase(PF00733)	6
Glyceraldehyde 3-phosphate dehy...(PF02800)	6
OsmC-like protein(PF02566)	6
Holliday junction DNA helicase ...(PF05496)	6
FtsZ family, C-terminal domain(PF12327)	6
RAMP superfamily(PF03787)	6
OB-fold nucleic acid binding do...(PF01336)	6
Sigma-54 interaction domain(PF00158)	6
Phosphoglycerate kinase(PF00162)	6
RNA polymerase Rpb2, domain 6(PF00562)	6
Ribosomal RNA adenine dimethyla...(PF00398)	6
Thiolase, N-terminal domain(PF00108)	6
Phosphoenolpyruvate carboxykina...(PF00821)	6
Plug domain of Sec61p(PF10559)	6
Putative modulator of DNA gyras...(PF01523)	6
tRNA synthetases class I (C) ca...(PF01406)	6
Pyridoxal phosphate biosyntheti...(PF04166)	6
Citrate transporter(PF03600)	6
SecY translocase(PF00344)	6
RmlD substrate binding domain(PF04321)	6
S-adenosylmethionine synthetase...(PF02773)	6
DnaJ domain(PF00226)	6
Orotidine 5'-phosphate decarbox...(PF00215)	6
Archaeal PaREP1/PaREP8 family(PF05942)	6
Sir2 family(PF02146)	5
DNA polymerase beta palm (PF14792)	5
Type I restriction modification...(PF01420)	5
chorismate binding enzyme(PF00425)	5
FtsX-like permease family(PF02687)	5
PemK-like protein(PF02452)	5
Oxidoreductase family, NAD-bind...(PF01408)	5
Peptidase family M41(PF01434)	5
Arginyl tRNA synthetase N termi...(PF03485)	5
Short C-terminal domain(PF09851)	5
Inorganic H+ pyrophosphatase(PF03030)	5
Glycosyl hydrolase family 26(PF02156)	5
Myo-inositol-1-phosphate syntha...(PF07994)	5
Fructose-bisphosphate aldolase ...(PF01116)	5
PCRF domain(PF03462)	5
DAHP synthetase I family(PF00793)	5
Translation-initiation factor 2...(PF11987)	5
Archaea bacterial proteins of u...(PF03008)	5
ATP synthase, Delta/Epsilon cha...(PF02823)	5
Ribonucleotide reductase, small...(PF00268)	5
Transglycosylase(PF00912)	5
Glutamate/Leucine/Phenylalanine...(PF00208)	5
Domain of unknown function (DUF...(PF08760)	5
Elongation factor G C-terminus(PF00679)	5
Conserved region in glutamate s...(PF01645)	5
3-octaprenyl-4-hydroxybenzoate ...(PF01977)	5
Competence-damaged protein(PF02464)	5
Protein-L-isoaspartate(D-aspart...(PF01135)	5
Cys/Met metabolism PLP-dependen...(PF01053)	5
Alanine racemase, N-terminal do...(PF01168)	5
Formate--tetrahydrofolate ligas...(PF01268)	5
Sugar-specific transcriptional ...(PF01978)	5
Formyl transferase(PF00551)	5
Cysteine-rich domain(PF02754)	5
HpcH/HpaI aldolase/citrate lyas...(PF03328)	5
Mur ligase family, catalytic do...(PF01225)	5
AAA domain (dynein-related subf...(PF07728)	5
FabA-like domain(PF07977)	5
Transcriptional regulatory prot...(PF00486)	5
DNA polymerase family B, exonuc...(PF03104)	5
Predicted AAA-ATPase(PF09820)	5
Mut7-C RNAse domain(PF01927)	5
DNA gyrase B(PF00204)	5
Molybdopterin-binding domain of...(PF02738)	5
SRP54-type protein, helical bun...(PF02881)	5
Repeat domain in Vibrio, Colwel...(PF13517)	5
ATP cone domain(PF03477)	5
Putative undecaprenyl diphospha...(PF01255)	5
RadC-like JAB domain(PF04002)	5
C-terminal, D2-small domain, of...(PF10431)	5
AAA ATPase domain(PF13191)	5
CobW/HypB/UreG, nucleotide-bind...(PF02492)	5
Domain of unknown function DUF1...(PF01982)	5
DNA polymerase beta thumb (PF14791)	5
Metalloenzyme superfamily(PF01676)	5
Leucyl-tRNA synthetase, Domain ...(PF13603)	5
Domain of unknown function DUF8...(PF01935)	5
Thymidylate synthase complement...(PF02511)	5
tRNA synthetases class II core ...(PF01409)	5
Phosphoglucomutase/phosphomanno...(PF02879)	5
MGS-like domain(PF02142)	5
Fumarate hydratase (Fumerase)(PF05681)	5
Sigma-70 region 2 (PF04542)	5
TrkA-N domain(PF02254)	5
D-isomer specific 2-hydroxyacid...(PF00389)	5
Ham1 family(PF01725)	5
Ribosomal protein S5, N-termina...(PF00333)	5
Desulfoferrodoxin(PF01880)	5
Carboxyl transferase domain(PF01039)	5
Indigoidine synthase A like pro...(PF04227)	5
Ribosomal protein L16p/L10e(PF00252)	5
Uncharacterized protein family ...(PF00919)	5
Alpha/beta hydrolase family(PF12697)	4
6,7-dimethyl-8-ribityllumazine ...(PF00885)	4
SecA Wing and Scaffold domain(PF07516)	4
Amidohydrolase(PF13594)	4
Anticodon binding domain(PF03129)	4
PEP-utilising enzyme, mobile do...(PF00391)	4
Ftsk gamma domain(PF09397)	4
Met-10+ like-protein(PF02475)	4
Branched-chain amino acid trans...(PF02653)	4
GXGXG motif(PF01493)	4
Mur ligase family, glutamate li...(PF02875)	4
RNA polymerase Rpb3/Rpb11 dimer...(PF01193)	4
YgbB family(PF02542)	4
Phosphoribosylglycinamide synth...(PF02843)	4
Zinc-binding dehydrogenase(PF00107)	4
Menaquinone biosynthesis(PF02621)	4
DctM-like transporters(PF06808)	4
Probable molybdopterin binding ...(PF00994)	4
MgsA AAA+ ATPase C terminal(PF12002)	4
Saccharopine dehydrogenase (PF03435)	4
Oxidoreductase family, C-termin...(PF02894)	4
Cell division protein FtsA(PF14450)	4
Starch-binding associating with...(PF14322)	4
Nucleoside diphosphate kinase(PF00334)	4
Trypsin-like peptidase domain(PF13365)	4
5'-3' exonuclease, C-terminal S...(PF01367)	4
Ribosomal protein L1p/L10e fami...(PF00687)	4
TruB family pseudouridylate syn...(PF01509)	4
SPFH domain / Band 7 family(PF01145)	4
S-adenosylmethionine synthetase...(PF00438)	4
Protein of unknown function, DU...(PF03190)	4
Glyoxalase/Bleomycin resistance...(PF00903)	4
FUSC-like inner membrane protei...(PF12805)	4
Homoserine dehydrogenase(PF00742)	4
Citrate synthase(PF00285)	4
Proteasome subunit(PF00227)	4
Galactose-1-phosphate uridyl tr...(PF02744)	4
Rhomboid family(PF01694)	4
Aldo/keto reductase family(PF00248)	4
Amidase(PF01425)	4
Na+/H+ antiporter subunit(PF03334)	4
Glycosyl hydrolases family 28(PF00295)	4
MatE(PF01554)	4
DnaB-like helicase N terminal d...(PF00772)	4
Bacterial extracellular solute-...(PF13531)	4
Quinolinate phosphoribosyl tran...(PF01729)	4
4-alpha-glucanotransferase(PF02446)	4
Uncharacterised protein family ...(PF02021)	4
eRF1 domain 1(PF03463)	4
AICARFT/IMPCHase bienzyme(PF01808)	4
Cytochrome C biogenesis protein...(PF02683)	4
Oligopeptide/dipeptide transpor...(PF08352)	4
Phosphate transporter family(PF01384)	4
S-adenosyl-L-homocysteine hydro...(PF05221)	4
HMGL-like(PF00682)	4
Phosphoribosyl transferase doma...(PF00156)	4
Signal peptide binding domain(PF02978)	4
Glycerophosphoryl diester phosp...(PF03009)	4
Putative tRNA binding domain(PF01588)	4
Putative zinc- or iron-chelatin...(PF03692)	4
CobB/CobQ-like glutamine amidot...(PF13507)	4
Universal stress protein family...(PF00582)	4
NAD-dependent glycerol-3-phosph...(PF07479)	4
Acyl-CoA dehydrogenase, C-termi...(PF00441)	4
3-Oxoacyl-[acyl-carrier-protein...(PF08545)	4
Ubiquinol-cytochrome C chaperon...(PF03981)	4
PhoH-like protein(PF02562)	4
Ribosomal protein S5, C-termina...(PF03719)	4
Acyl-CoA dehydrogenase, N-termi...(PF02771)	4
Sigma-70, region 4(PF04545)	4
Prolyl oligopeptidase, N-termin...(PF02897)	4
Domain of Unknown Function (DUF...(PF07659)	4
Glu/Leu/Phe/Val dehydrogenase, ...(PF02812)	4
Dihydrodipicolinate synthetase ...(PF00701)	4
7TM-HD extracellular(PF07697)	4
Methyltransferase domain(PF13578)	4
Photosynthesis system II assemb...(PF14870)	4
Glycosyl hydrolases family 2, s...(PF02837)	4
HI0933-like protein(PF03486)	4
Aconitase C-terminal domain(PF00694)	4
Periplasmic binding protein(PF13458)	4
Bacterial regulatory protein, F...(PF02954)	4
Haloacid dehalogenase-like hydr...(PF13419)	4
Hydrogenase expression/synthesi...(PF01155)	4
Sodium:sulfate symporter transm...(PF00939)	4
Rhodanese-like domain(PF00581)	4
Cyclic nucleotide-binding domai...(PF00027)	4
Protein of unknown function (DU...(PF12441)	4
Methyltransferase domain(PF08241)	4
Polysaccharide biosynthesis pro...(PF02719)	4
Asp/Glu/Hydantoin racemase(PF01177)	4
Prephenate dehydratase(PF00800)	4
Eukaryotic translation initiati...(PF07541)	4
SNARE associated Golgi protein(PF09335)	4
AAA-like domain(PF12846)	4
ATP-dependent protease La (LON)...(PF02190)	4
Flagellar basal body rod FlgEFG...(PF06429)	4
Ribosomal protein L11 methyltra...(PF06325)	4
Quinolinate synthetase A protei...(PF02445)	4
RF-1 domain(PF00472)	4
Citrate lyase, alpha subunit (C...(PF04223)	4
Lyase(PF00206)	4
Respiratory-chain NADH dehydrog...(PF01512)	4
Putative RNA methylase family U...(PF01170)	4
Helicase(PF05127)	4
LD-carboxypeptidase(PF02016)	4
tRNA methyl transferase(PF03054)	4
PKD domain(PF00801)	4
SET domain(PF00856)	4
S-adenosylmethionine synthetase...(PF02772)	4
DUF35 OB-fold domain(PF01796)	3
Chorismate mutase type II(PF01817)	3
Mycoplasma protein of unknown f...(PF03382)	3
Aldehyde ferredoxin oxidoreduct...(PF02730)	3
Glycosyltransferase family 28 N...(PF03033)	3
Domain of unknown function (DUF...(PF04123)	3
Desulfoferrodoxin, N-terminal d...(PF06397)	3
UDP-glucose/GDP-mannose dehydro...(PF00984)	3
Cytochrome oxidase subunit II(PF02322)	3
Cobalamin-independent synthase,...(PF01717)	3
Uncharacterised protein family ...(PF03702)	3
haloacid dehalogenase-like hydr...(PF08282)	3
Elongation factor Tu C-terminal...(PF03143)	3
Penicillin amidase(PF01804)	3
Matrixin(PF00413)	3
1-deoxy-D-xylulose-5-phosphate ...(PF13292)	3
TENA/THI-4/PQQC family(PF03070)	3
Peptidase family M3(PF01432)	3
Bax inhibitor 1 like (PF12811)	3
Glycosyltransferase family 28 C...(PF04101)	3
Osmosensitive K+ channel His ki...(PF02702)	3
Thioredoxin(PF13462)	3
FlhB HrpN YscU SpaS Family(PF01312)	3
NAD-dependent glycerol-3-phosph...(PF01210)	3
NusA N-terminal domain(PF08529)	3
Surface antigen variable number...(PF07244)	3
Predicted ATPase of the ABC cla...(PF09818)	3
Protein of unknown function (DU...(PF04412)	3
4Fe-4S dicluster domain(PF13187)	3
KH domain(PF07650)	3
Protein of unknown function (DU...(PF05763)	3
ATP synthase alpha/beta family,...(PF02874)	3
Squalene/phytoene synthase(PF00494)	3
FGGY family of carbohydrate kin...(PF00370)	3
Oxidoreductase NAD-binding doma...(PF00175)	3
Protein of unknown function (DU...(PF07394)	3
Protein of unknown function (DU...(PF04241)	3
Insulinase (Peptidase family M1...(PF00675)	3
B12 binding domain(PF02310)	3
Surface antigen(PF01103)	3
DNA polymerase type B, organell...(PF03175)	3
Cytochrome P450(PF00067)	3
Glycosyl hydrolase family 20, c...(PF00728)	3
TGS domain(PF02824)	3
Di-haem cytochrome c peroxidase...(PF03150)	3
SIR2-like domain(PF13289)	3
Uncharacterized protein domain ...(PF09968)	3
ATP-grasp domain(PF13535)	3
GHMP kinases N terminal domain(PF00288)	3
Nucleoside H+ symporter(PF03825)	3
Protein of unknown function DUF...(PF03235)	3
MacB-like periplasmic core doma...(PF12704)	3
MFS/sugar transport protein(PF13347)	3
Serine carboxypeptidase(PF00450)	3
Polysaccharide deacetylase(PF01522)	3
PBP superfamily domain(PF12849)	3
Nitrite and sulphite reductase ...(PF01077)	3
Sulfatase-modifying factor enzy...(PF03781)	3
Ferrous iron transport protein ...(PF02421)	3
GcpE protein(PF04551)	3
Acyl-CoA dehydrogenase, middle ...(PF02770)	3
Bacterial DNA-binding protein(PF00216)	3
Peptidase family U32(PF01136)	3
MotA/TolQ/ExbB proton channel f...(PF01618)	3
Ribosomal protein L3(PF00297)	3
Ribosomal protein L5(PF00281)	3
Shikimate / quinate 5-dehydroge...(PF01488)	3
MutS domain I(PF01624)	3
S-adenosylmethionine-dependent ...(PF10672)	3
Ribose 5-phosphate isomerase A ...(PF06026)	3
FKBP-type peptidyl-prolyl cis-t...(PF00254)	3
Lipid-A-disaccharide synthetase...(PF02684)	3
Cytidylyltransferase(PF02348)	3
Helix-hairpin-helix motif(PF14579)	3
eRF1 domain 3(PF03465)	3
Ribosomal protein S7p/S5e(PF00177)	3
S4 domain(PF01479)	3
Fructose-1,6-bisphosphatase(PF01950)	3
Glycosyl hydrolases family 31 (PF01055)	3
Ribonuclease-III-like(PF14622)	3
Ribosomal protein L13(PF00572)	3
S-adenosylmethionine synthetase...(PF01941)	3
Glutamine amidotransferase doma...(PF13537)	3
LemA family(PF04011)	3
3-dehydroquinate synthase(PF01761)	3
DNA gyrase C-terminal domain, b...(PF03989)	3
Pyridoxal-dependent decarboxyla...(PF00282)	3
Malic enzyme, N-terminal domain...(PF00390)	3
Lon protease (S16) C-terminal p...(PF05362)	3
Predicted permease YjgP/YjgQ fa...(PF03739)	3
GMC oxidoreductase(PF00732)	3
Dolichyl-phosphate-mannose-prot...(PF13231)	3
Elongation factor TS(PF00889)	3
LytB protein(PF02401)	3
Clp protease(PF00574)	3
TaqI-like C-terminal specificit...(PF12950)	3
Ribonuclease HII(PF01351)	3
Bacterial extracellular solute-...(PF13416)	3
Malate/L-lactate dehydrogenase(PF02615)	3
