pfam	count
RNB domain(PF00773)	143542
Sulfate transporter family(PF00916)	143627
Type III restriction enzyme, re...(PF04851)	163652
Peptidase family M50(PF02163)	152195
GcpE protein(PF04551)	144625
CDP-alcohol phosphatidyltransfe...(PF01066)	147226
GGDEF domain(PF00990)	155972
Respiratory-chain NADH dehydrog...(PF00346)	146377
Cytidylyltransferase(PF02348)	141088
GatB/GatE catalytic domain(PF02934)	150206
D-isomer specific 2-hydroxyacid...(PF00389)	145396
Metalloenzyme superfamily(PF01676)	143838
Homocysteine S-methyltransferas...(PF02574)	143045
3' exoribonuclease family, doma...(PF01138)	145899
Cytidylyltransferase(PF01467)	142616
Enolase, C-terminal TIM barrel ...(PF00113)	150362
Probable molybdopterin binding ...(PF00994)	140320
Aspartate/ornithine carbamoyltr...(PF00185)	141860
Phosphate transporter family(PF01384)	136277
Ankyrin repeats (3 copies)(PF12796)	191500
FAD binding domain (PF01565)	146606
Semialdehyde dehydrogenase, dim...(PF02774)	137822
tRNA methyl transferase(PF03054)	140586
Delta-aminolevulinic acid dehyd...(PF00490)	135938
Methyltransferase domain(PF13489)	140454
Transketolase, C-terminal domai...(PF02780)	142952
Peptidase family M3(PF01432)	137799
AICARFT/IMPCHase bienzyme(PF01808)	134864
CoA-ligase(PF00549)	132202
Mur ligase family, glutamate li...(PF02875)	139676
Acyl-CoA dehydrogenase, C-termi...(PF00441)	187414
DNA gyrase C-terminal domain, b...(PF03989)	137343
SecA DEAD-like domain(PF07517)	135010
HhH-GPD superfamily base excisi...(PF00730)	135853
TatD related DNase(PF01026)	139780
Dihydrodipicolinate synthetase ...(PF00701)	139991
CTP synthase N-terminus(PF06418)	133981
Cytosol aminopeptidase family, ...(PF00883)	130102
His Kinase A (phospho-acceptor)...(PF00512)	155406
HlyD family secretion protein(PF12700)	135350
Aspartate/ornithine carbamoyltr...(PF02729)	131725
Alanine racemase, N-terminal do...(PF01168)	132715
ArgJ family(PF01960)	123535
Sodium:solute symporter family(PF00474)	142856
PHP domain(PF02811)	137762
Cyclophilin type peptidyl-proly...(PF00160)	130468
Elongation factor G C-terminus(PF00679)	132163
Uroporphyrinogen decarboxylase ...(PF01208)	123356
Cytochrome C oxidase, cbb3-type...(PF13442)	122595
Putative modulator of DNA gyras...(PF01523)	127457
Protein of unknown function (DU...(PF07394)	183081
Pyridoxal-dependent decarboxyla...(PF02784)	118381
Thioredoxin(PF00085)	125908
S-adenosyl-L-homocysteine hydro...(PF05221)	135717
Endonuclease/Exonuclease/phosph...(PF03372)	157124
Quinolinate synthetase A protei...(PF02445)	122065
DnaB-like helicase C terminal d...(PF03796)	134834
Molybdopterin-binding domain of...(PF02738)	157634
EamA-like transporter family(PF00892)	130395
UDP-glucose/GDP-mannose dehydro...(PF03721)	128377
Pyruvate kinase, barrel domain(PF00224)	130146
Asparagine synthase(PF00733)	129402
tRNA synthetases class II core ...(PF01409)	129287
Fructose-bisphosphate aldolase ...(PF01116)	123412
Thiolase, N-terminal domain(PF00108)	154218
Queuosine biosynthesis protein(PF02547)	125715
DNA gyrase B(PF00204)	126402
Cytidine and deoxycytidylate de...(PF00383)	128708
Acyl transferase domain(PF00698)	124677
Transposase DDE domain(PF01609)	130780
Cytochrome c(PF00034)	116289
DNA polymerase III, delta subun...(PF13177)	124728
Phosphoglucomutase/phosphomanno...(PF02878)	117320
Hsp90 protein(PF00183)	115536
MobA-like NTP transferase domai...(PF12804)	116218
Adenylate kinase(PF00406)	115652
HI0933-like protein(PF03486)	106079
Zinc-binding dehydrogenase(PF00107)	134745
Mechanosensitive ion channel(PF00924)	120940
Amidohydrolase(PF13147)	142951
Methylenetetrahydrofolate reduc...(PF02219)	115030
Phosphofructokinase(PF00365)	123915
Transposase, Mutator family(PF00872)	109192
N-6 DNA Methylase(PF02384)	115269
SAICAR synthetase(PF01259)	119183
PP-loop family(PF01171)	115033
Holliday junction DNA helicase ...(PF05496)	122864
Carbon-nitrogen hydrolase(PF00795)	120463
Peptidase family M23(PF01551)	115278
Aldo/keto reductase family(PF00248)	134571
Ribonucleotide reductase, small...(PF00268)	114684
Uncharacterized ACR, YdiU/UPF00...(PF02696)	109754
FKBP-type peptidyl-prolyl cis-t...(PF00254)	116148
Sigma-54 interaction domain(PF00158)	156182
Alcohol dehydrogenase GroES-lik...(PF08240)	129891
Calcineurin-like phosphoesteras...(PF12850)	113910
Bacterial DNA-binding protein(PF00216)	112794
RF-1 domain(PF00472)	115625
Na+-transporting oxaloacetate d...(PF03977)	104471
MviN-like protein(PF03023)	106910
Bacterial dnaA  protein(PF00308)	109538
LytB protein(PF02401)	106960
ATP synthase(PF00231)	109569
Sulfite exporter TauE/SafE(PF01925)	111440
4Fe-4S dicluster domain(PF12838)	109434
Fatty acid synthesis protein(PF02504)	106694
Queuine tRNA-ribosyltransferase...(PF01702)	112075
Cation transport protein(PF02386)	112738
Ketopantoate hydroxymethyltrans...(PF02548)	105447
Pyruvate flavodoxin/ferredoxin ...(PF01855)	113496
Rnf-Nqr subunit, membrane prote...(PF02508)	109807
ATP synthase alpha/beta chain, ...(PF00306)	107847
Ribosomal protein S2(PF00318)	109584
ATP-grasp domain(PF08442)	103606
AAA domain (dynein-related subf...(PF07728)	105770
Thiamine pyrophosphate enzyme, ...(PF00205)	110035
CobB/CobQ-like glutamine amidot...(PF13507)	107094
4Fe-4S dicluster domain(PF13183)	105956
Respiratory-chain NADH dehydrog...(PF01512)	110785
1-deoxy-D-xylulose-5-phosphate ...(PF13292)	102760
TrkA-N domain(PF02254)	102804
Luciferase-like monooxygenase(PF00296)	151123
von Willebrand factor type A do...(PF13519)	106911
Subtilase family(PF00082)	121927
Triosephosphate isomerase(PF00121)	105794
Glutamate synthase central doma...(PF04898)	99571
MraW methylase family(PF01795)	106211
3'-5' exonuclease(PF01612)	100767
Semialdehyde dehydrogenase, NAD...(PF01118)	102422
Glycosyl hydrolase family 3 N t...(PF00933)	106486
Anticodon binding domain(PF03129)	107259
2-oxoacid dehydrogenases acyltr...(PF00198)	110762
Ribosomal protein L1p/L10e fami...(PF00687)	102317
C-5 cytosine-specific DNA methy...(PF00145)	100757
ubiE/COQ5 methyltransferase fam...(PF01209)	97021
Biotin-requiring enzyme(PF00364)	104850
haloacid dehalogenase-like hydr...(PF12710)	99505
Flavoprotein(PF02441)	98884
Peptidase family M41(PF01434)	100996
UDP-N-acetylglucosamine 2-epime...(PF02350)	100432
Phosphorylase superfamily(PF01048)	104707
Methylmalonyl-CoA mutase(PF01642)	127545
UDP-3-O-acyl N-acetylglycosamin...(PF03331)	98142
Beta-ketoacyl synthase, C-termi...(PF02801)	102741
Phosphoglucose isomerase(PF00342)	98329
Phosphotransferase enzyme famil...(PF01636)	107237
Glycyl-tRNA synthetase alpha su...(PF02091)	92065
Ribulose-phosphate 3 epimerase ...(PF00834)	98069
Tryptophan synthase alpha chain...(PF00290)	96247
Lon protease (S16) C-terminal p...(PF05362)	105095
ATP-NAD kinase(PF01513)	97427
Ribosomal RNA adenine dimethyla...(PF00398)	97230
Phosphoglucomutase/phosphomanno...(PF02880)	95206
GXGXG motif(PF01493)	97006
AMP-binding enzyme C-terminal d...(PF13193)	113408
EAL domain(PF00563)	109500
Clp protease(PF00574)	103353
Telomere recombination(PF01300)	96939
Bacterial extracellular solute-...(PF00497)	99744
Phosphoribosylglycinamide synth...(PF01071)	95805
NAD-dependent DNA ligase adenyl...(PF01653)	98464
Thiazole biosynthesis protein T...(PF05690)	90025
WD domain, G-beta repeat(PF00400)	91810
Orotidine 5'-phosphate decarbox...(PF00215)	94215
Transcriptional regulator(PF01709)	96642
C-terminal, D2-small domain, of...(PF10431)	95449
Ribosomal protein L3(PF00297)	96458
Oxidoreductase family, NAD-bind...(PF01408)	110090
Peptidase family M1(PF01433)	97283
Elongation Factor G, domain II(PF14492)	98894
Transglycosylase SLT domain(PF01464)	91877
E1-E2 ATPase(PF00122)	109023
Putative undecaprenyl diphospha...(PF01255)	96308
NeuB family(PF03102)	91594
Phosphoglucomutase/phosphomanno...(PF02879)	91263
NADH ubiquinone oxidoreductase,...(PF01058)	92001
Malic enzyme, NAD binding domai...(PF03949)	91870
ACT domain(PF01842)	90431
FabA-like domain(PF07977)	90174
Peptidase M16 inactive domain(PF05193)	92544
Lipid-A-disaccharide synthetase...(PF02684)	87409
Fumarate reductase flavoprotein...(PF02910)	89070
Sulfatase-modifying factor enzy...(PF03781)	107564
Transglycosylase SLT domain(PF13406)	86917
Ferrochelatase(PF00762)	84671
Indole-3-glycerol phosphate syn...(PF00218)	89923
FtsK/SpoIIIE family(PF01580)	92340
PEP-utilising enzyme, TIM barre...(PF02896)	103601
Sigma-70 region 2 (PF04542)	107818
Uncharacterised protein family ...(PF03702)	83602
tRNA (Uracil-5-)-methyltransfer...(PF05958)	88412
ATP synthase A chain(PF00119)	87518
DnaJ domain(PF00226)	92246
3-dehydroquinate synthase(PF01761)	88057
Pyridoxal phosphate biosynthesi...(PF03740)	86778
Uracil DNA glycosylase superfam...(PF03167)	90795
PCRF domain(PF03462)	85183
ABC-2 type transporter(PF01061)	90058
Repeat domain in Vibrio, Colwel...(PF13517)	121390
Elongation factor TS(PF00889)	88825
3,4-dihydroxy-2-butanone 4-phos...(PF00926)	90295
OB-fold nucleic acid binding do...(PF01336)	94021
Vitamin B12 dependent methionin...(PF02965)	85455
LysR substrate binding domain(PF03466)	117284
Prolipoprotein diacylglyceryl t...(PF01790)	85411
Pyridoxal-dependent decarboxyla...(PF00278)	78750
Glutamine amidotransferase doma...(PF13522)	89355
Bacterial sugar transferase(PF02397)	90633
MacB-like periplasmic core doma...(PF12704)	92924
Thiamine monophosphate synthase...(PF02581)	80634
Porphobilinogen deaminase, dipy...(PF01379)	83010
Cation efflux family(PF01545)	92664
DHH family(PF01368)	90141
Fructose-1-6-bisphosphatase(PF00316)	81827
Ribonuclease E/G family(PF10150)	90326
tRNA (Guanine-1)-methyltransfer...(PF01746)	86108
Shikimate / quinate 5-dehydroge...(PF01488)	82143
Polysulphide reductase, NrfD(PF03916)	86358
Voltage gated chloride channel(PF00654)	83287
Glycosyl transferase family 4(PF00953)	87808
Glyceraldehyde 3-phosphate dehy...(PF02800)	88657
Insulinase (Peptidase family M1...(PF00675)	87936
S4 domain(PF01479)	83180
Dihydroprymidine dehydrogenase ...(PF14691)	81457
Sec-independent protein translo...(PF00902)	80377
Phosphoenolpyruvate carboxykina...(PF01293)	82029
Ham1 family(PF01725)	81234
Pyridine nucleotide-disulphide ...(PF02852)	86331
Methyltransferase small domain(PF05175)	81418
ATPase family associated with v...(PF07726)	86388
PhoH-like protein(PF02562)	89332
Cytochrome C biogenesis protein...(PF02683)	79050
Nickel-dependent hydrogenase(PF00374)	83896
60Kd inner membrane protein(PF02096)	80968
Aconitase C-terminal domain(PF00694)	88566
Peptidase family S41(PF03572)	89499
Nitroreductase family(PF00881)	86045
DNA methylase(PF01555)	118625
Cytochrome c oxidase subunit II...(PF00510)	84399
haloacid dehalogenase-like hydr...(PF00702)	98879
ThiF family(PF00899)	80899
Acyl-CoA dehydrogenase, N-termi...(PF02771)	113393
B12 binding domain(PF02310)	90541
AIR carboxylase(PF00731)	82688
Tetrahydrofolate dehydrogenase/...(PF02882)	82276
Subunit ChlI of Mg-chelatase(PF13541)	79143
Radical SAM N-terminal(PF08497)	74110
Glutamate-cysteine ligase (PF04262)	76175
Pantoate-beta-alanine ligase(PF02569)	80085
Rieske [2Fe-2S] domain(PF00355)	84056
DsrE/DsrF-like family(PF02635)	77708
Pyridoxal phosphate biosyntheti...(PF04166)	78749
Glyceraldehyde 3-phosphate dehy...(PF00044)	82240
Tetraacyldisaccharide-1-P 4'-ki...(PF02606)	76096
Pyruvate phosphate dikinase, PE...(PF01326)	93463
Fumarate hydratase (Fumerase)(PF05681)	82677
Ribosomal protein L4/L1 family(PF00573)	79406
Putative tRNA binding domain(PF01588)	78263
Poly A polymerase head domain(PF01743)	79921
MGS-like domain(PF02142)	79188
Protein-L-isoaspartate(D-aspart...(PF01135)	82717
Sodium/calcium exchanger protei...(PF01699)	79668
IPP transferase(PF01715)	79298
Ribonuclease HII(PF01351)	80582
Methyl-accepting chemotaxis pro...(PF00015)	85185
RNA polymerase Rpb1, domain 2(PF00623)	79703
TonB-dependent Receptor Plug Do...(PF07715)	99096
Bacitracin resistance protein B...(PF02673)	77154
4Fe-4S dicluster domain(PF13247)	80669
Mur ligase family, catalytic do...(PF01225)	81142
Queuosine biosynthesis protein ...(PF06508)	77039
Elongation factor Tu C-terminal...(PF03143)	81205
Diaminopimelate epimerase(PF01678)	75612
Uncharacterized protein family ...(PF00919)	77537
Magnesium chelatase, subunit Ch...(PF01078)	80400
Bacterial extracellular solute-...(PF03480)	77990
RmuC family(PF02646)	75848
Glycosyltransferase family 9 (h...(PF01075)	74230
2Fe-2S iron-sulfur cluster bind...(PF00111)	83249
Reverse transcriptase (RNA-depe...(PF00078)	136085
NIF3 (NGG1p interacting factor ...(PF01784)	74362
Xylose isomerase-like TIM barre...(PF01261)	88031
Ribosomal protein S7p/S5e(PF00177)	78816
Nitronate monooxygenase(PF03060)	82331
MORN repeat(PF02493)	79734
Chromate transporter(PF02417)	72465
MotA/TolQ/ExbB proton channel f...(PF01618)	78791
Thiolase, C-terminal domain(PF02803)	92044
Pentapeptide repeats (8 copies)...(PF00805)	91363
ATP-sulfurylase(PF01747)	72693
Homoserine dehydrogenase(PF00742)	73551
Glutamine amidotransferase doma...(PF13537)	77149
Polypeptide deformylase(PF01327)	76052
tRNA pseudouridine synthase(PF01416)	71794
Ribulose bisphosphate carboxyla...(PF00016)	70388
S-adenosylmethionine synthetase...(PF02773)	74797
HIT domain(PF01230)	70197
lactate/malate dehydrogenase, a...(PF02866)	73230
TonB dependent receptor(PF00593)	103350
ATP synthase alpha/beta family,...(PF02874)	73600
SNF2 family N-terminal domain(PF00176)	92768
Acetohydroxy acid isomeroreduct...(PF07991)	71867
Protein of unknown function (DU...(PF08003)	65239
Prephenate dehydrogenase(PF02153)	71381
Leucyl-tRNA synthetase, Domain ...(PF13603)	73794
5'-3' exonuclease, N-terminal r...(PF02739)	75542
FtsX-like permease family(PF02687)	86820
Cytochrome b(N-terminal)/b6/pet...(PF13631)	69299
Ribosome recycling factor(PF01765)	71828
Elongation factor G, domain IV(PF03764)	77989
Amidohydrolase(PF04909)	91130
Quinolinate phosphoribosyl tran...(PF01729)	69359
Iron-sulphur cluster biosynthes...(PF01521)	73366
DNA recombination-mediator prot...(PF02481)	70637
Coproporphyrinogen III oxidase(PF01218)	68779
Phosphatidylserine decarboxylas...(PF02666)	69023
ABC 3 transport family(PF00950)	67431
OmpA family(PF00691)	74290
RNA polymerase Rpb1, domain 3(PF04983)	69005
Toprim domain(PF13662)	73604
Transglycosylase(PF00912)	77199
Histidine kinase-, DNA gyrase B...(PF13589)	71663
N-(5'phosphoribosyl)anthranilat...(PF00697)	67935
MutS domain V(PF00488)	72399
Surface antigen(PF01103)	66456
Peptide methionine sulfoxide re...(PF01625)	69285
Ribosomal Proteins L2, C-termin...(PF03947)	69845
lactate/malate dehydrogenase, N...(PF00056)	68853
NQR2, RnfD, RnfE family(PF03116)	70225
Molydopterin dinucleotide bindi...(PF01568)	68174
UDP-glucose/GDP-mannose dehydro...(PF00984)	70249
Helix-hairpin-helix domain(PF14520)	69055
Biotin/lipoate A/B protein liga...(PF03099)	70011
tRNA synthetases class I (E and...(PF03950)	68370
Guanylate kinase(PF00625)	67233
Ribosomal protein L16p/L10e(PF00252)	69783
Thymidylate kinase(PF02223)	67913
Nitrogen regulatory protein P-I...(PF00543)	68123
HD domain(PF13328)	69839
Dehydrogenase E1 component(PF00676)	83697
Pyruvate ferredoxin/flavodoxin ...(PF01558)	68590
Prephenate dehydratase(PF00800)	64172
Anthranilate synthase component...(PF04715)	64964
FtsJ-like methyltransferase(PF01728)	70957
Phosphoribosyl synthetase-assoc...(PF14572)	66315
Homoserine O-succinyltransferas...(PF04204)	64561
Methyltransferase domain(PF13847)	63598
Transcriptional regulatory prot...(PF00486)	71844
ATP-dependent protease La (LON)...(PF02190)	67614
3-hydroxyacyl-CoA dehydrogenase...(PF02737)	79211
Bacterial lipid A biosynthesis ...(PF03279)	64679
Enolase, N-terminal domain(PF03952)	66177
Taurine catabolism dioxygenase ...(PF02668)	68336
KH domain(PF07650)	64095
B3/4 domain(PF03483)	67739
Peptidyl-tRNA hydrolase(PF01195)	66154
ATP-grasp domain(PF02222)	58745
D-ala D-ala ligase C-terminus(PF07478)	64578
3' exoribonuclease family, doma...(PF03725)	67252
7,8-dihydro-6-hydroxymethylpter...(PF01288)	63850
ATP phosphoribosyltransferase(PF01634)	62166
SecA Wing and Scaffold domain(PF07516)	66137
Acetohydroxy acid isomeroreduct...(PF01450)	63801
Cytochrome C oxidase, mono-heme...(PF02433)	57638
ATP cone domain(PF03477)	65032
DNA / pantothenate metabolism f...(PF04127)	63409
Ribosomal protein L14p/L23e(PF00238)	64396
Ribosomal protein S12/S23(PF00164)	66436
Acyltransferase(PF01553)	69239
Nucleoside diphosphate kinase(PF00334)	64697
Surface antigen variable number...(PF07244)	61305
Thymidylate synthase(PF00303)	71599
Endoribonuclease L-PSP(PF01042)	68091
DnaJ C terminal domain(PF01556)	64029
alpha/beta hydrolase fold(PF00561)	62381
Peptidase S24-like(PF00717)	64858
NifU-like N terminal domain(PF01592)	62396
Alanine dehydrogenase/PNT, C-te...(PF01262)	67542
Glutamate/Leucine/Phenylalanine...(PF00208)	65646
DHHA1 domain(PF02272)	62189
Predicted permease YjgP/YjgQ fa...(PF03739)	60580
Transposase IS200 like(PF01797)	66188
6,7-dimethyl-8-ribityllumazine ...(PF00885)	65094
Exonuclease VII, large subunit(PF02601)	62708
AAA domain(PF13614)	66117
Trypsin-like peptidase domain(PF13365)	75263
ABC transporter(PF12848)	61611
Imidazoleglycerol-phosphate deh...(PF00475)	60704
Oxidoreductase FAD-binding doma...(PF00970)	63368
Nucleoside recognition(PF07670)	66243
UvrC Helix-hairpin-helix N-term...(PF08459)	61916
Domain of unknown function DUF2...(PF01595)	61705
PDZ domain(PF13180)	65221
Thiamine biosynthesis protein (...(PF02568)	59283
RNase H(PF00075)	62849
Lumazine binding domain(PF00677)	60019
NOL1/NOP2/sun family(PF01189)	65120
Protein of unknown function (DU...(PF03883)	59903
Uncharacterized protein family ...(PF01458)	71835
Survival protein SurE(PF01975)	60145
Methyltransferase domain(PF08241)	70678
Ribosomal protein L13(PF00572)	64056
DDE superfamily endonuclease(PF13358)	46997
Carbamoyl-phosphate synthase sm...(PF00988)	61512
GatB domain(PF02637)	57938
GTP1/OBG(PF01018)	60251
Glucose / Sorbosone dehydrogena...(PF07995)	71527
Cytochrome oxidase assembly pro...(PF02628)	62109
Predicted AAA-ATPase(PF09820)	96306
Putative flagellar system-assoc...(PF13753)	67046
Arginase family(PF00491)	65234
Thioredoxin-like [2Fe-2S] ferre...(PF01257)	60371
impB/mucB/samB family(PF00817)	59147
Phosphoribulokinase / Uridine k...(PF00485)	59089
Maf-like protein(PF02545)	62961
Sulfate transporter N-terminal ...(PF13792)	58136
Periplasmic binding protein(PF13458)	82466
RNA methyltransferase(PF04452)	58548
MgsA AAA+ ATPase C terminal(PF12002)	63419
Glycine cleavage T-protein C-te...(PF08669)	60064
haloacid dehalogenase-like hydr...(PF08282)	60868
SNARE associated Golgi protein(PF09335)	58543
Ribosomal protein S9/S16(PF00380)	58756
DsrC like protein(PF04358)	57162
Ribosomal protein S11(PF00411)	61295
Bacterial flagellin N-terminal ...(PF00669)	48700
Ribosomal protein L6(PF00347)	61206
Glycerol-3-phosphate acyltransf...(PF02660)	58112
Asparaginase(PF00710)	61833
LeuA allosteric (dimerisation) ...(PF08502)	59811
Ribosomal protein S8(PF00410)	60590
WD40-like Beta Propeller Repeat...(PF07676)	68180
Proteasome subunit(PF00227)	59202
Protein of unknown function, DU...(PF03190)	56667
NusB family(PF01029)	59068
Putative methyltransferase (PF02390)	56141
Aconitate hydratase 2 N-terminu...(PF06434)	54745
GTP cyclohydrolase II(PF00925)	59999
