pfam	count
EamA-like transporter family(PF00892)	16
B12 binding domain(PF02310)	16
Bacterial extracellular solute-...(PF00496)	16
FtsX-like permease family(PF02687)	16
Short chain fatty acid transpor...(PF02667)	16
Mannitol dehydrogenase C-termin...(PF08125)	16
Glucuronate isomerase(PF02614)	16
MacB-like periplasmic core doma...(PF12704)	15
Exonuclease VII, large subunit(PF02601)	15
Thioredoxin(PF00085)	15
Electron transfer flavoprotein ...(PF01012)	15
Acyl-CoA dehydrogenase, N-termi...(PF02771)	15
Cytochrome C oxidase, cbb3-type...(PF13442)	15
Glutamate-cysteine ligase (PF04262)	15
Nucleotidyltransferase domain(PF01909)	15
Delta-aminolevulinic acid dehyd...(PF00490)	15
Alpha/beta hydrolase family(PF12697)	14
Glycosyl transferase family 2(PF00535)	14
Nitrogen regulatory protein P-I...(PF00543)	14
Methyltransferase domain(PF13847)	14
Acetyl-CoA dehydrogenase C-term...(PF12806)	14
Molybdopterin oxidoreductase(PF00384)	14
Ku70/Ku80 beta-barrel domain(PF02735)	14
Periplasmic binding protein-lik...(PF13377)	14
Phosphotransferase enzyme famil...(PF01636)	13
AMP-binding enzyme C-terminal d...(PF13193)	13
Tetratricopeptide repeat(PF14559)	13
DAHP synthetase I family(PF00793)	13
Serine hydroxymethyltransferase...(PF00464)	13
3-hydroxyacyl-CoA dehydrogenase...(PF00725)	13
Anthranilate synthase component...(PF04715)	13
Transcriptional regulatory prot...(PF00486)	13
FGGY family of carbohydrate kin...(PF02782)	13
Shikimate kinase(PF01202)	12
Glutathione S-transferase, C-te...(PF00043)	12
ATPase family associated with v...(PF00004)	12
Dehydratase family(PF00920)	12
Molybdopterin-binding domain of...(PF02738)	12
Conserved region in glutamate s...(PF01645)	12
FCD domain(PF07729)	12
Thiolase, N-terminal domain(PF00108)	12
impB/mucB/samB family(PF00817)	12
Acyl-CoA dehydrogenase, middle ...(PF02770)	12
Bacterial DNA polymerase III al...(PF07733)	12
Glu-tRNAGln amidotransferase C ...(PF02686)	11
3-hydroxyacyl-CoA dehydrogenase...(PF02737)	11
Major capsid protein Gp23(PF07068)	11
Transporter associated domain(PF03471)	11
Alcohol dehydrogenase GroES-lik...(PF08240)	11
Isochorismatase family(PF00857)	11
AsnC family(PF01037)	11
Aminomethyltransferase folate-b...(PF01571)	11
Ferrous iron transport protein ...(PF02421)	11
HlyD family secretion protein(PF12700)	11
GDSL-like Lipase/Acylhydrolase(PF00657)	11
RecF/RecN/SMC N terminal domain...(PF02463)	11
6-phosphogluconate dehydrogenas...(PF00393)	10
Resolvase, N terminal domain(PF00239)	10
Fatty acid desaturase(PF00487)	10
Glycine cleavage H-protein(PF01597)	10
Dehydrogenase E1 component(PF00676)	10
Permease family(PF00860)	10
HAMP domain(PF00672)	10
DNA-directed RNA polymerase N-t...(PF14700)	10
ApbE family(PF02424)	10
Cyclic nucleotide-binding domai...(PF00027)	10
Haloacid dehalogenase-like hydr...(PF13419)	10
Citrate synthase(PF00285)	10
Nitroreductase family(PF00881)	10
Catechol dioxygenase N terminus...(PF04444)	10
DNA polymerase family A(PF00476)	10
Biotin-requiring enzyme(PF00364)	10
Cytochrome b(N-terminal)/b6/pet...(PF00033)	10
Acetamidase/Formamidase family(PF03069)	10
Acetyltransferase (GNAT) domain...(PF13302)	9
Ammonium Transporter Family(PF00909)	9
Putative cyclase(PF04199)	9
FAD binding domain(PF01494)	9
Histidine kinase-, DNA gyrase B...(PF13589)	9
Permease for cytosine/purines, ...(PF02133)	9
Calcineurin-like phosphoesteras...(PF12850)	9
NAD binding domain of 6-phospho...(PF03446)	9
Ribosomal protein L13(PF00572)	9
Condensation domain(PF00668)	9
UDP-glucose/GDP-mannose dehydro...(PF03720)	9
Helix-turn-helix domain(PF13730)	9
Inner membrane protein CreD(PF06123)	9
Protein of unknown function (DU...(PF12275)	9
ATP synthase A chain(PF00119)	9
Reverse transcriptase (RNA-depe...(PF00078)	9
Dioxygenase(PF00775)	9
Transaldolase(PF00923)	9
AAA domain (Cdc48 subfamily)(PF07724)	9
Lyase(PF00206)	9
Carboxymuconolactone decarboxyl...(PF02627)	9
Saccharopine dehydrogenase (PF03435)	9
Prokaryotic protein of unknown ...(PF05853)	9
AIR synthase related protein, C...(PF02769)	9
Formate dehydrogenase N, transm...(PF09163)	8
Protein of unknown function (DU...(PF04285)	8
SprT-like family(PF10263)	8
Collagenase (PF12392)	8
6,7-dimethyl-8-ribityllumazine ...(PF00885)	8
Peptidase family M20/M25/M40(PF01546)	8
3,4-dihydroxy-2-butanone 4-phos...(PF00926)	8
Glycosyltransferase like family...(PF13641)	8
RHS Repeat(PF05593)	8
PPIC-type PPIASE domain(PF13616)	8
Glycosyltransferase WbsX(PF14307)	8
NMT1-like family(PF13379)	8
MreB/Mbl protein(PF06723)	8
AAA domain(PF13166)	8
Dihydrodipicolinate synthetase ...(PF00701)	8
L-seryl-tRNA selenium transfera...(PF03841)	8
DUF218 domain(PF02698)	8
Predicted Permease Membrane Reg...(PF06826)	8
N-(5'phosphoribosyl)anthranilat...(PF00697)	8
5-formyltetrahydrofolate cyclo-...(PF01812)	8
Acetyltransferase (GNAT) domain...(PF13523)	8
NADPH-dependent FMN reductase(PF03358)	8
Beta-ketoacyl synthase, N-termi...(PF00109)	8
SNF2 family N-terminal domain(PF00176)	8
Mandelate racemase / muconate l...(PF01188)	8
LamB/YcsF family(PF03746)	8
ABC transporter transmembrane r...(PF00664)	8
Nucleotidyl transferase(PF00483)	8
Transketolase, pyrimidine bindi...(PF02779)	8
Adenylosuccinate synthetase(PF00709)	8
IMP dehydrogenase / GMP reducta...(PF00478)	8
Uncharacterized ACR, YdiU/UPF00...(PF02696)	8
DNA photolyase(PF00875)	8
Bacterial protein of unknown fu...(PF05987)	8
V-type ATPase 116kDa subunit fa...(PF01496)	8
Tn3 transposase DDE domain(PF01526)	8
RDD family(PF06271)	7
Carboxyl transferase domain(PF01039)	7
Triosephosphate isomerase(PF00121)	7
TCP-1/cpn60 chaperonin family(PF00118)	7
Mycolic acid cyclopropane synth...(PF02353)	7
Sulfatase(PF00884)	7
Alcohol dehydrogenase GroES-ass...(PF13823)	7
D-lactate dehydrogenase, membra...(PF09330)	7
Uncharacterized protein family ...(PF00919)	7
Dehydroquinase class II(PF01220)	7
Cytochrome c oxidase subunit II...(PF00510)	7
D-isomer specific 2-hydroxyacid...(PF02826)	7
Outer membrane usher protein(PF00577)	7
CobQ/CobB/MinD/ParA nucleotide ...(PF01656)	7
RNA polymerase Rpb1, domain 5(PF04998)	7
Formyl transferase(PF00551)	7
Nitronate monooxygenase(PF03060)	7
Protein of unknown function (DU...(PF06250)	7
Small subunit of acetolactate s...(PF10369)	7
Transketolase, thiamine diphosp...(PF00456)	7
NADH-Ubiquinone/plastoquinone (...(PF00361)	7
NLPA lipoprotein(PF03180)	7
Bacterial type II and III secre...(PF00263)	7
DegT/DnrJ/EryC1/StrS aminotrans...(PF01041)	7
Ribbon-helix-helix protein, cop...(PF01402)	7
PPIC-type PPIASE domain(PF00639)	7
Polyphosphate kinase 2 (PPK2)(PF03976)	7
Phosphoribosylglycinamide synth...(PF02844)	7
Bacterial regulatory proteins, ...(PF00440)	7
TraK protein(PF06586)	6
Acetyltransferase (GNAT) family...(PF00583)	6
Sigma-70 region 2 (PF04542)	6
Putative phage integrase(PF13009)	6
Putative amidotransferase(PF13278)	6
FAD binding domain(PF00890)	6
Cell cycle protein(PF01098)	6
Metallo-beta-lactamase superfam...(PF00753)	6
D-isomer specific 2-hydroxyacid...(PF00389)	6
Peptidase family M48(PF01435)	6
Surface antigen(PF01103)	6
Four helix bundle sensory modul...(PF12729)	6
Carbamoyl-phosphate synthase L ...(PF02786)	6
Elongation factor TS(PF00889)	6
Staphylococcal nuclease homolog...(PF00565)	6
UBA/TS-N domain(PF00627)	6
Calcineurin-like phosphoesteras...(PF00149)	6
Transglycosylase SLT domain(PF01464)	6
Glucose inhibited division prot...(PF01134)	6
HD domain(PF13328)	6
Thiamine pyrophosphate enzyme, ...(PF02775)	6
Winged helix-turn-helix DNA-bin...(PF13412)	6
Transglycosylase(PF00912)	6
NADH:flavin oxidoreductase / NA...(PF00724)	6
Copper resistance protein B pre...(PF05275)	6
Protein of unknown function (DU...(PF04314)	6
AsnC-type helix-turn-helix doma...(PF13404)	6
Uncharacterized protein conserv...(PF10013)	6
Cache domain(PF02743)	6
Sulfatase-modifying factor enzy...(PF03781)	6
Guanylate kinase(PF00625)	6
Mur ligase family, glutamate li...(PF02875)	6
Bacterial regulatory proteins, ...(PF00196)	6
Molydopterin dinucleotide bindi...(PF01568)	6
Tripartite tricarboxylate trans...(PF01970)	6
Oxidoreductase molybdopterin bi...(PF00174)	5
Biopterin-dependent aromatic am...(PF00351)	5
Protein kinase domain(PF00069)	5
LysE type translocator(PF01810)	5
UvrD/REP helicase N-terminal do...(PF00580)	5
Protein involved in formate deh...(PF04216)	5
DctM-like transporters(PF06808)	5
Metallopeptidase family M24(PF00557)	5
Protein of unknown function (DU...(PF11726)	5
Sarcosine oxidase, gamma subuni...(PF04268)	5
Type I GTP cyclohydrolase folE2...(PF02649)	5
DNA polymerase III, delta subun...(PF13177)	5
Crossover junction endodeoxyrib...(PF02075)	5
D12 class N6 adenine-specific D...(PF02086)	5
Methylmalonyl-CoA mutase(PF01642)	5
Queuosine biosynthesis protein ...(PF06508)	5
UvrD-like helicase C-terminal d...(PF13538)	5
Catalase(PF00199)	5
GIY-YIG catalytic domain(PF01541)	5
FlhB HrpN YscU SpaS Family(PF01312)	5
Rhodanese-like domain(PF00581)	5
ATP-NAD kinase(PF01513)	5
PLD-like domain(PF13091)	5
MarR family(PF12802)	5
Helix-hairpin-helix motif(PF14579)	5
Penicillin binding protein tran...(PF00905)	5
Asp/Glu/Hydantoin racemase(PF01177)	5
GAF domain(PF13185)	5
Shikimate / quinate 5-dehydroge...(PF01488)	5
6-O-methylguanine DNA methyltra...(PF01035)	5
Phage integrase family(PF00589)	5
Peptidase C26(PF07722)	5
F pilus assembly Type-IV secret...(PF11130)	5
MarR family(PF01047)	5
HlyD family secretion protein(PF00529)	5
Uncharacterized BCR, COG1636(PF02677)	5
LrgA family(PF03788)	5
Domain of unknown function (DUF...(PF06067)	5
Wzt C-terminal domain(PF14524)	5
recA bacterial DNA recombinatio...(PF00154)	5
Restriction endonuclease(PF04471)	5
Arginosuccinate synthase(PF00764)	5
Peptidase M30(PF10460)	5
Ankyrin repeats (3 copies)(PF12796)	4
Pyruvate kinase, barrel domain(PF00224)	4
Hsp90 protein(PF00183)	4
ABC transporter substrate bindi...(PF04392)	4
Ham1 family(PF01725)	4
Flagellar hook capping protein ...(PF03963)	4
HTH-like domain(PF13276)	4
Protein of unknown function, DU...(PF04339)	4
GDYXXLXY protein(PF14345)	4
Elongation factor P, C-terminal...(PF09285)	4
PHP domain(PF02811)	4
Lipocalin-like domain(PF08212)	4
ABC transporter, phosphonate, p...(PF12974)	4
Terminase-like family(PF03237)	4
Pyridine nucleotide-disulphide ...(PF02852)	4
DnaB-like helicase C terminal d...(PF03796)	4
MgsA AAA+ ATPase C terminal(PF12002)	4
DNA topoisomerase(PF01131)	4
Xylose isomerase-like TIM barre...(PF01261)	4
Helicase C-terminal domain(PF13307)	4
Clp protease(PF00574)	4
Sigma-54 factor, core binding d...(PF04963)	4
Aromatic-ring-opening dioxygena...(PF07746)	4
Peroxidase(PF00141)	4
Glu/Leu/Phe/Val dehydrogenase, ...(PF02812)	4
Thioesterase-like superfamily(PF13622)	4
Bacterial extracellular solute-...(PF03480)	4
yiaA/B two helix domain(PF05360)	4
ATP dependent DNA ligase C term...(PF04679)	4
Nucleoside recognition(PF07670)	4
Inorganic pyrophosphatase(PF00719)	4
Glutathione S-transferase, N-te...(PF13417)	4
Protein of unknown function (DU...(PF06381)	4
Malate:quinone oxidoreductase (...(PF06039)	4
Mechanosensitive ion channel(PF00924)	4
Nucleotidyl transferase of unkn...(PF08843)	4
Polyketide cyclase / dehydrase ...(PF10604)	4
S-adenosylmethionine-dependent ...(PF10672)	4
Concanavalin A-like lectin/gluc...(PF13385)	4
Autotransporter beta-domain(PF03797)	4
Putative MetA-pathway of phenol...(PF13557)	4
Uncharacterised protein family ...(PF03695)	4
Electron transfer flavoprotein ...(PF00766)	4
Fumarase C-terminus(PF05683)	4
Class II Aldolase and Adducin N...(PF00596)	4
ParB-like nuclease domain(PF02195)	4
ATP synthase alpha/beta family,...(PF00006)	4
Bacterial extracellular solute-...(PF01547)	4
Alanine dehydrogenase/PNT, N-te...(PF05222)	4
Prophage CP4-57 regulatory prot...(PF05930)	4
FHIPEP family(PF00771)	4
Domain of unknown function (DUF...(PF07063)	4
Domain of unknown function (DUF...(PF03713)	4
Bacterial regulatory proteins, ...(PF00392)	4
Pirin(PF02678)	4
SAF domain(PF08666)	4
Bacterial type II/III secretion...(PF03958)	4
D-galactarate dehydratase / Alt...(PF04295)	4
Protein of unknown function (DU...(PF11813)	4
FliP family(PF00813)	4
Thioesterase domain(PF00975)	4
ROS/MUCR transcriptional regula...(PF05443)	4
Alkaline phosphatase(PF00245)	4
Pyridoxal-phosphate dependent e...(PF00291)	4
GyrI-like small molecule bindin...(PF06445)	4
2-oxoacid dehydrogenases acyltr...(PF00198)	4
Glyceraldehyde 3-phosphate dehy...(PF02800)	4
Peptidase family M23(PF01551)	4
Beta-ketoacyl synthase, C-termi...(PF02801)	4
Cytochrome c(PF00034)	3
von Willebrand factor type A do...(PF13519)	3
Pyridine nucleotide-disulphide ...(PF00070)	3
Right handed beta helix region(PF13229)	3
ATP-grasp domain(PF13549)	3
Amino acid permease(PF13520)	3
Taurine catabolism dioxygenase ...(PF02668)	3
Natural resistance-associated m...(PF01566)	3
Bacterial dnaA  protein(PF00308)	3
Helix-hairpin-helix domain(PF14520)	3
Cytochrome C biogenesis protein...(PF02683)	3
Oligopeptide/dipeptide transpor...(PF08352)	3
PAS domain(PF13426)	3
PQQ enzyme repeat(PF01011)	3
TonB C terminal(PF13103)	3
Peptidase S24-like(PF00717)	3
NADH-ubiquinone oxidoreductase-...(PF10589)	3
Sigma-54 interaction domain(PF00158)	3
Type III restriction enzyme, re...(PF04851)	3
Catalytic LigB subunit of aroma...(PF02900)	3
Pirin C-terminal cupin domain(PF05726)	3
Ferredoxin-fold anticodon bindi...(PF03147)	3
Insulinase (Peptidase family M1...(PF00675)	3
Single-strand binding protein f...(PF00436)	3
Protein of unknown function (DU...(PF07394)	3
tRNA-splicing ligase RtcB(PF01139)	3
D-ala D-ala ligase C-terminus(PF07478)	3
NIPSNAP (PF07978)	3
Protein of unknown function (DU...(PF05258)	3
AAA domain(PF13671)	3
C-terminal, D2-small domain, of...(PF10431)	3
AAA ATPase domain(PF13191)	3
Iron-containing alcohol dehydro...(PF00465)	3
Hydroxymethylglutaryl-coenzyme ...(PF00368)	3
Esterase-like activity of phyta...(PF13449)	3
Neisseria PilC beta-propeller d...(PF05567)	3
Helix-turn-helix domain(PF12728)	3
RNA pseudouridylate synthase(PF00849)	3
Gene 25-like lysozyme(PF04965)	3
Phosphopantetheine attachment s...(PF00550)	3
Nitrite/Sulfite reductase ferre...(PF03460)	3
Amidase(PF01425)	3
Toprim domain(PF13662)	3
Glycosyltransferase like family...(PF10111)	3
Serine hydrolase(PF06821)	3
Transposase IS66 family (PF03050)	3
OsmC-like protein(PF02566)	3
Glycosyl hydrolase family 3 N t...(PF00933)	3
GTP cyclohydrolase II(PF00925)	3
ATP:corrinoid adenosyltransfera...(PF02572)	3
Transcription elongation factor...(PF03449)	3
Zinc carboxypeptidase(PF00246)	3
BCCT family transporter(PF02028)	3
AAA domain (dynein-related subf...(PF07728)	3
Peptidase family M50(PF02163)	3
Glutathione S-transferase, C-te...(PF13410)	3
Beta-lactamase(PF00144)	3
DbpA RNA binding domain   (PF03880)	3
5'-3' exonuclease, N-terminal r...(PF02739)	3
Bacterial Ig-like domain (group...(PF13754)	3
Sigma-70, region 4(PF04545)	3
Chemotaxis phosphatase, CheZ(PF04344)	3
TPR repeat(PF13414)	3
Domain of unknown function (DUF...(PF03928)	3
Exonuclease(PF00929)	3
4Fe-4S dicluster domain(PF12838)	3
ATP-dependent Clp protease adap...(PF02617)	3
Tetrapyrrole (Corrin/Porphyrin)...(PF00590)	3
N-formylglutamate amidohydrolas...(PF05013)	3
Amidohydrolase(PF13147)	3
Penicillin amidase(PF01804)	3
Thioesterase superfamily(PF03061)	3
Mandelate racemase / muconate l...(PF02746)	3
SLBB domain(PF10531)	3
Zeta toxin(PF06414)	3
FMN-dependent dehydrogenase(PF01070)	3
5-carboxymethyl-2-hydroxymucona...(PF02962)	3
RibD C-terminal domain(PF01872)	3
Domain of unknown function (DUF...(PF10670)	3
Survival protein SurE(PF01975)	3
Muconolactone delta-isomerase(PF02426)	3
Glutamine amidotransferases cla...(PF13230)	3
Aromatic amino acid lyase(PF00221)	3
Polysaccharide deacetylase(PF01522)	3
Integrase core domain(PF13333)	3
Luciferase-like monooxygenase(PF00296)	3
Thiolase, C-terminal domain(PF02803)	3
KorB domain(PF08535)	3
S-adenosyl-L-homocysteine hydro...(PF05221)	3
TRCF domain(PF03461)	3
MviN-like protein(PF03023)	3
Endoribonuclease L-PSP(PF01042)	3
Aconitase C-terminal domain(PF00694)	3
Arylsulfotransferase (ASST)(PF05935)	3
DNA N-6-adenine-methyltransfera...(PF05869)	3
Respiratory-chain NADH dehydrog...(PF01512)	3
Bacterial regulatory protein, F...(PF02954)	3
GntP family permease(PF02447)	3
HD domain(PF01966)	3
RNA polymerase Rpb3/Rpb11 dimer...(PF01193)	3
Glycosyl transferase family 4(PF00953)	3
KDPG and KHG aldolase(PF01081)	3
SmpA / OmlA family(PF04355)	3
Transketolase, C-terminal domai...(PF02780)	3
Protein of unknown function (DU...(PF11876)	3
AFG1-like ATPase(PF03969)	3
GDSL-like Lipase/Acylhydrolase ...(PF13472)	3
Region found in RelA / SpoT pro...(PF04607)	3
Peptidase family U32(PF01136)	3
NUDIX domain(PF00293)	3
Elongation factor Tu domain 2(PF03144)	3
Voltage gated chloride channel(PF00654)	3
FtsZ family, C-terminal domain(PF12327)	3
Trehalose-phosphatase(PF02358)	2
ABC transporter(PF12848)	2
2Fe-2S iron-sulfur cluster bind...(PF00111)	2
Succinyl-CoA ligase like flavod...(PF13607)	2
SWIB/MDM2 domain(PF02201)	2
WD40-like Beta Propeller Repeat...(PF07676)	2
Probable molybdopterin binding ...(PF00994)	2
4Fe-4S dicluster domain(PF13183)	2
PAP2 superfamily(PF01569)	2
Septum formation inhibitor MinC...(PF03775)	2
Sulfate transporter family(PF00916)	2
Mediator complex subunit 16(PF11635)	2
TGS domain(PF02824)	2
Glyoxalase-like domain(PF13468)	2
UDP-N-acetylglucosamine 2-epime...(PF02350)	2
Putative phosphatase (DUF442)(PF04273)	2
C-terminal repeat of topoisomer...(PF13342)	2
Sodium:solute symporter family(PF00474)	2
Type IV secretion-system coupli...(PF10412)	2
Polyribonucleotide nucleotidylt...(PF03726)	2
Fructose-1-6-bisphosphatase(PF00316)	2
AAA domain(PF13481)	2
Aspartate decarboxylase(PF02261)	2
PAS fold(PF12860)	2
Transcription elongation factor...(PF01272)	2
CHAD domain(PF05235)	2
Dihydroorotate dehydrogenase(PF01180)	2
ATP-dependent protease La (LON)...(PF02190)	2
Predicted membrane-bound metal-...(PF04307)	2
YceG-like family(PF02618)	2
OmpW family(PF03922)	2
Bacterial protein of unknown fu...(PF05947)	2
Helix-turn-helix domain(PF12833)	2
O-antigen ligase like membrane ...(PF13425)	2
Mur ligase middle domain(PF08245)	2
NAD synthase(PF02540)	2
UPF0126 domain(PF03458)	2
DNA polymerase Ligase (LigD)(PF13298)	2
DNA gyrase/topoisomerase IV, su...(PF00521)	2
Capsule biosynthesis GfcC(PF06251)	2
Alanine racemase, N-terminal do...(PF01168)	2
Domain of unknown function (DUF...(PF08900)	2
L-lactate permease(PF02652)	2
4Fe-4S binding domain(PF12797)	2
Glycerol-3-phosphate acyltransf...(PF02660)	2
Thioredoxin-like [2Fe-2S] ferre...(PF01257)	2
Cys/Met metabolism PLP-dependen...(PF01053)	2
tRNA synthetases class II (D, K...(PF00152)	2
NADH(P)-binding (PF13460)	2
rRNA small subunit methyltransf...(PF02527)	2
ABC-2 type transporter(PF01061)	2
Uncharacterized protein family,...(PF03350)	2
Acyl-CoA dehydrogenase, C-termi...(PF08028)	2
tRNA synthetases class I (E and...(PF03950)	2
3' exoribonuclease family, doma...(PF03725)	2
GMC oxidoreductase(PF00732)	2
Prokaryotic N-terminal methylat...(PF07963)	2
Arginase family(PF00491)	2
Protein of unknown function (DU...(PF07369)	2
Arabinose-binding domain of Ara...(PF12625)	2
Putative ParB-like nuclease(PF08857)	2
Flavoprotein(PF02441)	2
AraC-binding-like domain(PF14525)	2
PIN domain(PF01850)	2
Pyrroline-5-carboxylate reducta...(PF14748)	2
Phosphomethylpyrimidine kinase(PF08543)	2
ATP synthase I chain(PF03899)	2
Uroporphyrinogen decarboxylase ...(PF01208)	2
Protein of unknown function (DU...(PF03883)	2
T4 bacteriophage base plate pro...(PF12322)	2
Riboflavin kinase(PF01687)	2
Pyruvate flavodoxin/ferredoxin ...(PF01855)	2
Competence-damaged protein(PF02464)	2
E1-E2 ATPase(PF00122)	2
Bacterial regulatory proteins, ...(PF00356)	2
Glyceraldehyde 3-phosphate dehy...(PF00044)	2
Tetratricopeptide repeat(PF14561)	2
DNA methylase(PF01555)	2
PhoD-like phosphatase(PF09423)	2
Glycine cleavage T-protein C-te...(PF08669)	2
Putative peptidoglycan binding ...(PF01471)	2
GrpE(PF01025)	2
